date,state_x,cases,deaths,state_y,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
2020-06-04,Massachusetts,102063,7201,US-MA,6.48,2.05,3.57,2.95,0.88,1.31,Massachusetts,MA,Northeast,New England
2020-06-04,Michigan,59215,5604,US-MI,6.04,2.14,3.46,2.92,0.88,1.42,Michigan,MI,Midwest,East North Central
2020-06-04,Minnesota,26284,1126,US-MN,6.42,2.33,3.63,3.3,0.89,1.49,Minnesota,MN,Midwest,West North Central
2020-06-04,Mississippi,16560,794,US-MS,6.25,3.09,3.4,3.57,1.04,1.98,Mississippi,MS,South,East South Central
2020-06-04,Missouri,14286,806,US-MO,7.3,2.68,4.09,3.58,1.07,1.77,Missouri,MO,Midwest,West North Central
2020-06-04,Montana,537,17,US-MT,6.73,2.49,3.98,3.2,1.03,1.41,Montana,MT,West,Mountain
2020-06-04,Nebraska,15117,193,US-NE,7.36,2.82,3.94,3.69,1.06,1.69,Nebraska,NE,Midwest,West North Central
2020-06-04,Nevada,9118,429,US-NV,7.12,2.65,4.13,3.52,0.98,1.81,Nevada,NV,West,Mountain
2020-06-04,New Hampshire,4876,273,US-NH,7.07,2.25,3.63,3.4,0.93,1.6,New Hampshire,NH,Northeast,New England
2020-06-04,New Jersey,162530,11970,US-NJ,7.04,2.42,3.92,3.19,0.93,1.52,New Jersey,NJ,Northeast,Middle Atlantic
2020-06-04,New Mexico,8353,383,US-NM,6.61,2.29,3.83,3.73,0.92,1.96,New Mexico,NM,West,Mountain
2020-06-04,New York,379977,30011,US-NY,6.7,2.23,3.68,3.08,0.9,1.41,New York,NY,Northeast,Middle Atlantic
2020-06-04,North Carolina,32276,993,US-NC,6.5,2.54,3.59,3.38,0.93,1.76,North Carolina,NC,South,South Atlantic
2020-06-04,North Dakota,2709,69,US-ND,6.44,2.58,3.91,3.04,0.85,1.59,North Dakota,ND,Midwest,West North Central
2020-06-04,Ohio,37282,2339,US-OH,6.12,2.25,3.51,2.97,0.86,1.53,Ohio,OH,Midwest,East North Central
2020-06-04,Oklahoma,6907,344,US-OK,7.25,2.69,4.17,3.89,1.05,2.18,Oklahoma,OK,South,West South Central
2020-06-04,Oregon,4475,159,US-OR,5.5,1.92,3.24,2.28,0.71,1.21,Oregon,OR,West,Pacific
2020-06-04,Pennsylvania,78428,5862,US-PA,6.6,2.29,3.68,3.01,0.98,1.51,Pennsylvania,PA,Northeast,Middle Atlantic
2020-06-04,Rhode Island,15325,756,US-RI,7.1,2.57,3.93,3.21,0.95,1.64,Rhode Island,RI,Northeast,New England
2020-06-04,South Carolina,13005,525,US-SC,7.59,3.18,4.28,3.93,1.06,2.23,South Carolina,SC,South,South Atlantic
2020-06-04,South Dakota,5247,64,US-SD,5.72,2.33,3.7,3.39,0.69,1.56,South Dakota,SD,Midwest,West North Central
2020-06-04,Tennessee,25374,401,US-TN,7.24,2.87,4.04,3.61,1.01,2.0,Tennessee,TN,South,East South Central
2020-06-04,Texas,71330,1793,US-TX,7.25,3.14,4.0,3.88,1.0,1.93,Texas,TX,South,West South Central
2020-06-04,Utah,10858,117,US-UT,5.13,1.75,3.07,2.69,0.64,1.3,Utah,UT,West,Mountain
2020-06-04,Vermont,1026,55,US-VT,7.16,2.26,4.32,3.55,1.01,1.61,Vermont,VT,Northeast,New England
2020-06-04,Virginia,47817,1444,US-VA,6.91,2.51,3.87,3.36,0.98,1.66,Virginia,VA,South,South Atlantic
2020-06-04,Washington,23999,1150,US-WA,8.09,2.78,4.73,3.77,1.07,1.86,Washington,WA,West,Pacific
2020-06-04,West Virginia,2102,79,US-WV,6.87,2.56,4.53,3.12,1.23,1.93,West Virginia,WV,South,South Atlantic
2020-06-04,Wisconsin,20359,627,US-WI,5.94,2.16,3.32,3.0,0.84,1.45,Wisconsin,WI,Midwest,East North Central
2020-06-04,Wyoming,921,17,US-WY,6.43,2.31,4.06,2.88,0.69,1.2,Wyoming,WY,West,Mountain
2020-06-05,Alabama,19387,676,US-AL,6.77,2.99,3.8,3.5,1.08,2.1,Alabama,AL,South,East South Central
2020-06-05,Alaska,565,8,US-AK,6.73,2.76,4.03,3.8,1.16,1.98,Alaska,AK,West,Pacific
2020-06-05,Arizona,24369,1016,US-AZ,7.41,3.02,4.26,4.75,1.05,2.08,Arizona,AZ,West,Mountain
2020-06-05,California,126510,4550,US-CA,7.8,2.76,4.32,4.07,1.03,1.83,California,CA,West,Pacific
2020-06-05,Colorado,27601,1524,US-CO,6.03,2.26,3.57,3.04,0.77,1.59,Colorado,CO,West,Mountain
2020-06-05,Connecticut,43460,4038,US-CT,7.1,2.33,4.08,3.39,0.99,1.64,Connecticut,CT,Northeast,New England
2020-06-05,Delaware,9773,388,US-DE,4.89,1.99,3.15,2.72,0.72,1.45,Delaware,DE,South,South Atlantic
2020-06-05,District of Columbia,9199,479,US-DC,5.94,2.47,3.3,3.17,0.78,1.73,District of Columbia,DC,South,South Atlantic
2020-06-05,Florida,61480,2659,US-FL,7.42,2.91,4.09,3.65,0.96,1.95,Florida,FL,South,South Atlantic
2020-06-05,Georgia,48280,2143,US-GA,6.76,2.74,3.69,3.43,0.96,1.96,Georgia,GA,South,South Atlantic
2020-06-05,Hawaii,653,17,US-HI,8.51,2.62,5.24,4.37,1.2,2.04,Hawaii,HI,West,Pacific
2020-06-05,Idaho,3111,83,US-ID,7.17,2.6,4.44,3.59,1.1,2.02,Idaho,ID,West,Mountain
2020-06-05,Illinois,126317,5834,US-IL,6.29,2.39,3.55,3.24,0.88,1.55,Illinois,IL,Midwest,East North Central
2020-06-05,Indiana,37499,2258,US-IN,5.96,2.35,3.42,2.9,0.88,1.63,Indiana,IN,Midwest,East North Central
2020-06-05,Iowa,21332,597,US-IA,6.43,2.7,3.82,3.46,0.91,1.73,Iowa,IA,Midwest,West North Central
2020-06-05,Kansas,10493,233,US-KS,6.37,2.22,3.64,3.33,0.85,1.76,Kansas,KS,Midwest,West North Central
2020-06-05,Kentucky,11051,476,US-KY,6.67,2.33,3.97,3.45,0.96,1.96,Kentucky,KY,South,East South Central
2020-06-05,Louisiana,42100,2912,US-LA,6.39,2.54,3.58,3.06,0.93,1.92,Louisiana,LA,South,West South Central
2020-06-05,Maine,2482,98,US-ME,3.9,1.4,2.29,1.83,0.52,0.87,Maine,ME,Northeast,New England
2020-06-05,Maryland,57407,2702,US-MD,6.49,2.55,3.58,3.37,0.9,1.51,Maryland,MD,South,South Atlantic
2020-06-05,Massachusetts,102557,7235,US-MA,6.09,2.05,3.43,2.76,0.85,1.36,Massachusetts,MA,Northeast,New England
2020-06-05,Michigan,63744,5854,US-MI,5.78,2.12,3.29,3.72,0.79,1.49,Michigan,MI,Midwest,East North Central
2020-06-05,Minnesota,26991,1159,US-MN,5.99,2.26,3.42,3.02,0.81,1.43,Minnesota,MN,Midwest,West North Central
2020-06-05,Mississippi,16769,803,US-MS,6.11,2.79,3.37,3.22,0.96,1.87,Mississippi,MS,South,East South Central
2020-06-05,Missouri,14515,816,US-MO,7.0,2.62,4.05,3.51,1.02,1.89,Missouri,MO,Midwest,West North Central
2020-06-05,Montana,539,18,US-MT,6.54,2.47,3.84,3.03,0.83,1.9,Montana,MT,West,Mountain
2020-06-05,Nebraska,15379,193,US-NE,6.6,2.65,3.53,3.22,0.87,1.72,Nebraska,NE,Midwest,West North Central
2020-06-05,Nevada,9306,436,US-NV,6.75,2.63,3.93,3.6,0.95,1.82,Nevada,NV,West,Mountain
2020-06-05,New Hampshire,4953,278,US-NH,6.78,2.17,3.91,3.38,0.91,1.58,New Hampshire,NH,Northeast,New England
2020-06-05,New Jersey,163336,12049,US-NJ,6.99,2.36,3.77,3.1,0.91,1.55,New Jersey,NJ,Northeast,Middle Atlantic
2020-06-05,New Mexico,8672,387,US-NM,6.34,2.39,3.77,3.48,0.81,1.73,New Mexico,NM,West,Mountain
2020-06-05,New York,381019,30066,US-NY,6.42,2.25,3.62,3.0,0.84,1.45,New York,NY,Northeast,Middle Atlantic
2020-06-05,North Carolina,33417,1001,US-NC,6.31,2.51,3.49,3.21,0.82,1.7,North Carolina,NC,South,South Atlantic
2020-06-05,North Dakota,2748,74,US-ND,6.11,2.4,3.6,3.22,1.01,1.4,North Dakota,ND,Midwest,West North Central
2020-06-05,Ohio,37758,2355,US-OH,5.61,2.11,3.22,2.79,0.86,1.51,Ohio,OH,Midwest,East North Central
2020-06-05,Oklahoma,7004,345,US-OK,6.76,2.6,3.98,3.8,1.03,2.32,Oklahoma,OK,South,West South Central
2020-06-05,Oregon,4585,161,US-OR,5.39,1.91,3.24,2.38,0.7,1.21,Oregon,OR,West,Pacific
2020-06-05,Pennsylvania,78908,5952,US-PA,6.37,2.25,3.58,2.95,0.88,1.55,Pennsylvania,PA,Northeast,Middle Atlantic
2020-06-05,Rhode Island,15441,772,US-RI,7.06,2.29,3.92,3.1,0.97,1.69,Rhode Island,RI,Northeast,New England
2020-06-05,South Carolina,13453,538,US-SC,7.29,3.22,3.99,3.66,1.02,2.33,South Carolina,SC,South,South Atlantic
2020-06-05,South Dakota,5277,65,US-SD,5.73,2.15,3.15,2.81,0.71,1.52,South Dakota,SD,Midwest,West North Central
2020-06-05,Tennessee,25799,405,US-TN,6.93,2.8,3.92,5.83,1.02,1.99,Tennessee,TN,South,East South Central
2020-06-05,Texas,73323,1821,US-TX,7.01,3.0,3.9,3.81,0.95,1.97,Texas,TX,South,West South Central
2020-06-05,Utah,11344,120,US-UT,4.5,1.8,2.82,2.5,0.59,1.35,Utah,UT,West,Mountain
2020-06-05,Vermont,1027,55,US-VT,6.55,2.26,3.82,3.0,0.68,1.61,Vermont,VT,Northeast,New England
2020-06-05,Virginia,48491,1452,US-VA,6.56,2.4,3.7,3.17,0.9,1.67,Virginia,VA,South,South Atlantic
2020-06-05,Washington,24546,1160,US-WA,7.72,2.68,4.55,3.74,0.98,1.86,Washington,WA,West,Pacific
2020-06-05,West Virginia,2119,84,US-WV,6.7,2.4,4.31,3.08,0.97,1.83,West Virginia,WV,South,South Atlantic
2020-06-05,Wisconsin,20723,634,US-WI,5.72,2.15,3.37,2.78,0.71,1.49,Wisconsin,WI,Midwest,East North Central
2020-06-05,Wyoming,933,17,US-WY,4.4,1.49,3.26,3.23,0.75,1.48,Wyoming,WY,West,Mountain
2020-06-06,Alabama,20043,689,US-AL,6.52,2.96,3.62,3.09,0.96,2.25,Alabama,AL,South,East South Central
2020-06-06,Alaska,579,8,US-AK,7.03,2.96,4.46,3.16,,2.37,Alaska,AK,West,Pacific
2020-06-06,Arizona,25517,1046,US-AZ,7.22,3.16,4.2,4.06,0.9,2.02,Arizona,AZ,West,Mountain
2020-06-06,California,129147,4626,US-CA,7.46,2.72,4.26,3.7,0.9,1.88,California,CA,West,Pacific
2020-06-06,Colorado,27834,1527,US-CO,5.97,2.23,3.65,2.79,0.71,1.67,Colorado,CO,West,Mountain
2020-06-06,Connecticut,43818,4055,US-CT,6.74,2.35,3.83,2.95,0.87,1.7,Connecticut,CT,Northeast,New England
2020-06-06,Delaware,9845,390,US-DE,5.4,1.94,3.01,2.5,0.66,1.48,Delaware,DE,South,South Atlantic
2020-06-06,District of Columbia,9269,483,US-DC,5.88,1.99,3.4,3.1,0.75,1.47,District of Columbia,DC,South,South Atlantic
2020-06-06,Florida,62750,2687,US-FL,7.25,2.85,4.05,3.34,0.91,1.96,Florida,FL,South,South Atlantic
2020-06-06,Georgia,48943,2147,US-GA,6.48,2.66,3.83,3.12,0.83,2.01,Georgia,GA,South,South Atlantic
2020-06-06,Hawaii,661,17,US-HI,7.84,3.37,5.0,3.85,0.93,2.48,Hawaii,HI,West,Pacific
2020-06-06,Idaho,3139,83,US-ID,7.28,2.76,4.6,3.25,0.7,2.08,Idaho,ID,West,Mountain
2020-06-06,Illinois,127251,5898,US-IL,6.05,2.41,3.46,2.92,0.76,1.62,Illinois,IL,Midwest,East North Central
2020-06-06,Indiana,37928,2292,US-IN,5.64,2.24,3.3,2.68,0.69,1.6,Indiana,IN,Midwest,East North Central
2020-06-06,Iowa,21527,602,US-IA,6.14,2.5,3.49,3.27,0.81,1.75,Iowa,IA,Midwest,West North Central
2020-06-06,Kansas,10517,234,US-KS,5.97,2.27,3.71,3.06,0.72,1.85,Kansas,KS,Midwest,West North Central
2020-06-06,Kentucky,11359,480,US-KY,6.34,2.36,3.67,2.94,0.83,1.95,Kentucky,KY,South,East South Central
2020-06-06,Louisiana,42597,2925,US-LA,6.08,2.58,3.42,2.66,0.82,1.96,Louisiana,LA,South,West South Central
2020-06-06,Maine,2524,98,US-ME,3.87,1.3,2.2,1.6,0.48,0.89,Maine,ME,Northeast,New England
2020-06-06,Maryland,58099,2740,US-MD,6.17,2.48,3.67,3.02,0.8,1.7,Maryland,MD,South,South Atlantic
2020-06-06,Massachusetts,103132,7289,US-MA,5.94,1.91,3.5,2.57,0.67,1.51,Massachusetts,MA,Northeast,New England
2020-06-06,Michigan,64196,5894,US-MI,5.61,2.02,3.24,2.75,0.73,1.55,Michigan,MI,Midwest,East North Central
2020-06-06,Minnesota,27512,1181,US-MN,5.96,2.21,3.46,2.99,0.76,1.49,Minnesota,MN,Midwest,West North Central
2020-06-06,Mississippi,17034,811,US-MS,5.7,3.01,3.19,2.83,0.83,2.07,Mississippi,MS,South,East South Central
2020-06-06,Missouri,14659,823,US-MO,6.27,2.65,3.68,3.21,0.74,1.82,Missouri,MO,Midwest,West North Central
2020-06-06,Montana,540,18,US-MT,6.35,2.12,4.32,2.88,0.8,1.74,Montana,MT,West,Mountain
2020-06-06,Nebraska,15543,196,US-NE,6.17,2.59,3.6,3.26,0.78,1.73,Nebraska,NE,Midwest,West North Central
2020-06-06,Nevada,9494,437,US-NV,6.81,2.55,3.87,3.15,0.86,1.85,Nevada,NV,West,Mountain
2020-06-06,New Hampshire,5019,283,US-NH,6.35,2.02,3.74,2.88,0.71,1.63,New Hampshire,NH,Northeast,New England
2020-06-06,New Jersey,163893,12106,US-NJ,6.46,2.33,3.57,2.95,0.79,1.63,New Jersey,NJ,Northeast,Middle Atlantic
2020-06-06,New Mexico,8800,392,US-NM,6.34,2.38,3.65,3.08,0.78,1.75,New Mexico,NM,West,Mountain
2020-06-06,New York,382102,30123,US-NY,6.19,2.16,3.53,2.78,0.77,1.53,New York,NY,Northeast,Middle Atlantic
2020-06-06,North Carolina,34809,1020,US-NC,5.99,2.44,3.47,2.97,0.74,1.79,North Carolina,NC,South,South Atlantic
2020-06-06,North Dakota,2819,75,US-ND,6.06,2.71,3.42,2.94,0.64,1.73,North Dakota,ND,Midwest,West North Central
2020-06-06,Ohio,38111,2370,US-OH,5.4,2.08,3.17,2.45,0.69,1.55,Ohio,OH,Midwest,East North Central
2020-06-06,Oklahoma,7060,347,US-OK,6.52,2.68,4.07,3.24,0.89,2.24,Oklahoma,OK,South,West South Central
2020-06-06,Oregon,4672,163,US-OR,5.2,1.99,3.21,2.05,0.61,1.3,Oregon,OR,West,Pacific
2020-06-06,Pennsylvania,79507,5986,US-PA,6.07,2.18,3.5,2.72,0.78,1.64,Pennsylvania,PA,Northeast,Middle Atlantic
2020-06-06,Rhode Island,15441,772,US-RI,6.58,2.25,3.66,2.86,0.69,1.78,Rhode Island,RI,Northeast,New England
2020-06-06,South Carolina,13916,545,US-SC,7.09,3.12,4.08,3.49,0.89,2.27,South Carolina,SC,South,South Atlantic
2020-06-06,South Dakota,5367,65,US-SD,5.06,2.15,3.14,2.44,0.75,1.65,South Dakota,SD,Midwest,West North Central
2020-06-06,Tennessee,26359,413,US-TN,6.7,2.63,3.62,3.82,0.79,2.02,Tennessee,TN,South,East South Central
2020-06-06,Texas,75077,1840,US-TX,6.72,2.97,3.82,3.66,0.82,1.99,Texas,TX,South,West South Central
2020-06-06,Utah,11866,121,US-UT,4.36,1.81,2.74,2.4,0.51,1.27,Utah,UT,West,Mountain
2020-06-06,Vermont,1046,55,US-VT,6.24,2.0,4.08,2.55,0.78,1.89,Vermont,VT,Northeast,New England
2020-06-06,Virginia,49350,1459,US-VA,6.37,2.39,3.77,2.93,0.73,1.68,Virginia,VA,South,South Atlantic
2020-06-06,Washington,24767,1163,US-WA,7.33,2.71,4.58,3.3,0.88,1.9,Washington,WA,West,Pacific
2020-06-06,West Virginia,2136,84,US-WV,6.12,2.24,4.18,2.67,0.79,1.8,West Virginia,WV,South,South Atlantic
2020-06-06,Wisconsin,20997,646,US-WI,5.33,2.12,3.06,2.58,0.65,1.47,Wisconsin,WI,Midwest,East North Central
2020-06-06,Wyoming,939,17,US-WY,5.27,1.61,3.12,2.86,0.66,1.46,Wyoming,WY,West,Mountain
2020-06-07,Alabama,20500,692,US-AL,6.74,3.08,3.99,3.48,0.9,2.12,Alabama,AL,South,East South Central
2020-06-07,Alaska,588,8,US-AK,7.25,2.62,4.35,3.08,0.91,2.49,Alaska,AK,West,Pacific
2020-06-07,Arizona,26924,1048,US-AZ,7.62,3.16,4.49,4.05,0.94,2.11,Arizona,AZ,West,Mountain
2020-06-07,California,131997,4653,US-CA,7.75,2.75,4.58,3.76,0.94,1.94,California,CA,West,Pacific
2020-06-07,Colorado,27987,1527,US-CO,6.37,2.2,3.98,2.8,0.76,1.71,Colorado,CO,West,Mountain
2020-06-07,Connecticut,43968,4071,US-CT,7.13,2.39,4.11,3.05,0.9,1.79,Connecticut,CT,Northeast,New England
2020-06-07,Delaware,9942,398,US-DE,5.36,2.14,3.3,2.54,0.74,1.54,Delaware,DE,South,South Atlantic
2020-06-07,District of Columbia,9332,489,US-DC,6.29,2.29,3.73,3.19,0.74,1.53,District of Columbia,DC,South,South Atlantic
2020-06-07,Florida,63930,2699,US-FL,7.64,2.91,4.39,3.44,0.96,2.04,Florida,FL,South,South Atlantic
2020-06-07,Georgia,49371,2148,US-GA,6.94,2.67,3.96,3.0,0.89,2.1,Georgia,GA,South,South Atlantic
2020-06-07,Hawaii,663,17,US-HI,8.4,2.96,4.92,4.29,0.98,2.24,Hawaii,HI,West,Pacific
2020-06-07,Idaho,3153,83,US-ID,7.96,2.71,4.72,3.27,0.95,2.23,Idaho,ID,West,Mountain
2020-06-07,Illinois,128070,5939,US-IL,6.46,2.31,3.71,2.98,0.83,1.67,Illinois,IL,Midwest,East North Central
2020-06-07,Indiana,38328,2303,US-IN,5.92,2.33,3.57,2.63,0.79,1.69,Indiana,IN,Midwest,East North Central
2020-06-07,Iowa,21794,606,US-IA,6.46,2.44,3.98,3.23,0.92,1.61,Iowa,IA,Midwest,West North Central
2020-06-07,Kansas,10549,234,US-KS,6.41,2.24,3.88,3.04,0.85,2.01,Kansas,KS,Midwest,West North Central
2020-06-07,Kentucky,11393,481,US-KY,6.49,2.35,3.82,2.91,0.92,1.95,Kentucky,KY,South,East South Central
2020-06-07,Louisiana,42927,2936,US-LA,6.31,2.57,3.72,2.77,0.86,2.02,Louisiana,LA,South,West South Central
2020-06-07,Maine,2570,99,US-ME,4.04,1.41,2.42,1.63,0.46,0.93,Maine,ME,Northeast,New England
2020-06-07,Maryland,58593,2749,US-MD,6.38,2.56,3.85,3.15,0.83,1.72,Maryland,MD,South,South Atlantic
2020-06-07,Massachusetts,103436,7316,US-MA,6.47,2.03,3.77,2.59,0.83,1.54,Massachusetts,MA,Northeast,New England
2020-06-07,Michigan,64615,5898,US-MI,5.67,2.13,3.49,2.65,0.72,1.55,Michigan,MI,Midwest,East North Central
2020-06-07,Minnesota,27897,1197,US-MN,6.0,2.19,3.62,2.84,0.74,1.53,Minnesota,MN,Midwest,West North Central
2020-06-07,Mississippi,17270,817,US-MS,5.86,3.03,3.44,3.05,0.82,2.09,Mississippi,MS,South,East South Central
2020-06-07,Missouri,14985,823,US-MO,6.87,2.49,4.23,3.21,0.94,1.86,Missouri,MO,Midwest,West North Central
2020-06-07,Montana,545,18,US-MT,6.53,2.27,4.13,2.65,0.81,1.63,Montana,MT,West,Mountain
2020-06-07,Nebraska,15634,196,US-NE,6.88,2.42,3.78,3.13,0.95,1.93,Nebraska,NE,Midwest,West North Central
2020-06-07,Nevada,9673,438,US-NV,7.25,2.74,4.17,3.14,0.8,1.99,Nevada,NV,West,Mountain
2020-06-07,New Hampshire,5043,286,US-NH,7.05,2.12,4.32,3.04,0.87,1.72,New Hampshire,NH,Northeast,New England
2020-06-07,New Jersey,164164,12176,US-NJ,6.97,2.43,4.07,3.01,0.9,1.64,New Jersey,NJ,Northeast,Middle Atlantic
2020-06-07,New Mexico,8940,396,US-NM,6.44,2.25,4.09,2.98,0.86,1.91,New Mexico,NM,West,Mountain
2020-06-07,New York,382879,30183,US-NY,6.51,2.24,3.81,2.85,0.82,1.58,New York,NY,Northeast,Middle Atlantic
2020-06-07,North Carolina,35663,1024,US-NC,6.38,2.49,3.71,2.96,0.8,1.83,North Carolina,NC,South,South Atlantic
2020-06-07,North Dakota,2864,75,US-ND,5.88,2.1,3.29,2.62,0.7,1.48,North Dakota,ND,Midwest,West North Central
2020-06-07,Ohio,38476,2377,US-OH,5.72,2.12,3.4,2.52,0.76,1.58,Ohio,OH,Midwest,East North Central
2020-06-07,Oklahoma,7151,348,US-OK,7.03,2.69,4.18,3.35,0.82,2.33,Oklahoma,OK,South,West South Central
2020-06-07,Oregon,4809,164,US-OR,5.43,1.89,3.39,2.18,0.64,1.35,Oregon,OR,West,Pacific
2020-06-07,Pennsylvania,80001,5997,US-PA,6.5,2.29,3.83,2.71,0.85,1.72,Pennsylvania,PA,Northeast,Middle Atlantic
2020-06-07,Rhode Island,15441,772,US-RI,6.77,2.49,4.18,2.53,0.96,1.55,Rhode Island,RI,Northeast,New England
2020-06-07,South Carolina,14286,546,US-SC,7.69,3.04,4.19,3.7,0.98,2.31,South Carolina,SC,South,South Atlantic
2020-06-07,South Dakota,5438,65,US-SD,5.8,1.92,3.66,2.74,0.84,1.56,South Dakota,SD,Midwest,West North Central
2020-06-07,Tennessee,26811,414,US-TN,6.91,2.69,4.09,3.52,0.95,2.12,Tennessee,TN,South,East South Central
2020-06-07,Texas,75948,1846,US-TX,7.12,3.09,4.13,3.64,0.89,2.02,Texas,TX,South,West South Central
2020-06-07,Utah,12084,121,US-UT,4.79,1.78,2.99,2.31,0.59,1.37,Utah,UT,West,Mountain
2020-06-07,Vermont,1063,55,US-VT,7.36,2.35,3.87,3.1,1.03,1.68,Vermont,VT,Northeast,New England
2020-06-07,Virginia,50633,1471,US-VA,6.66,2.44,3.93,2.97,0.84,1.69,Virginia,VA,South,South Atlantic
2020-06-07,Washington,25064,1163,US-WA,7.74,2.71,4.83,3.29,0.98,1.93,Washington,WA,West,Pacific
2020-06-07,West Virginia,2144,84,US-WV,6.43,2.38,4.2,2.65,0.96,1.8,West Virginia,WV,South,South Atlantic
2020-06-07,Wisconsin,21246,648,US-WI,5.63,2.15,3.53,2.64,0.75,1.56,Wisconsin,WI,Midwest,East North Central
2020-06-07,Wyoming,947,17,US-WY,5.43,1.72,3.6,3.26,0.91,1.85,Wyoming,WY,West,Mountain
2020-06-08,Alabama,20925,718,US-AL,7.58,3.19,4.26,3.72,1.18,2.32,Alabama,AL,South,East South Central
2020-06-08,Alaska,607,8,US-AK,7.95,3.21,4.68,3.7,1.28,2.48,Alaska,AK,West,Pacific
2020-06-08,Arizona,27761,1052,US-AZ,8.01,3.39,4.56,4.66,1.06,2.31,Arizona,AZ,West,Mountain
2020-06-08,California,134287,4679,US-CA,8.34,2.98,4.69,4.34,1.13,1.97,California,CA,West,Pacific
2020-06-08,Colorado,28169,1543,US-CO,6.76,2.48,3.98,3.26,0.94,1.74,Colorado,CO,West,Mountain
2020-06-08,Connecticut,44092,4084,US-CT,7.71,2.35,4.45,3.39,1.06,1.68,Connecticut,CT,Northeast,New England
2020-06-08,Delaware,9972,398,US-DE,5.71,2.22,3.48,3.12,0.85,1.52,Delaware,DE,South,South Atlantic
2020-06-08,District of Columbia,9389,491,US-DC,7.6,2.55,4.13,3.9,0.93,1.74,District of Columbia,DC,South,South Atlantic
2020-06-08,Florida,64896,2711,US-FL,8.13,3.12,4.49,3.92,1.17,2.09,Florida,FL,South,South Atlantic
2020-06-08,Georgia,49995,2176,US-GA,7.59,2.87,4.13,3.53,1.19,2.1,Georgia,GA,South,South Atlantic
2020-06-08,Hawaii,664,17,US-HI,9.22,3.5,5.19,4.68,1.26,2.64,Hawaii,HI,West,Pacific
2020-06-08,Idaho,3197,83,US-ID,8.33,2.98,5.05,3.54,1.25,2.29,Idaho,ID,West,Mountain
2020-06-08,Illinois,129543,6142,US-IL,6.87,2.43,3.84,3.32,1.0,1.72,Illinois,IL,Midwest,East North Central
2020-06-08,Indiana,38553,2316,US-IN,6.56,2.38,3.86,3.23,0.93,1.73,Indiana,IN,Midwest,East North Central
2020-06-08,Iowa,22111,623,US-IA,7.07,2.75,4.0,4.02,1.01,1.88,Iowa,IA,Midwest,West North Central
2020-06-08,Kansas,10724,237,US-KS,7.09,2.48,4.14,3.39,1.04,2.0,Kansas,KS,Midwest,West North Central
2020-06-08,Kentucky,11701,487,US-KY,7.37,2.52,4.31,3.31,1.17,2.06,Kentucky,KY,South,East South Central
2020-06-08,Louisiana,43163,2944,US-LA,7.08,2.61,3.97,3.03,1.13,1.99,Louisiana,LA,South,West South Central
2020-06-08,Maine,2588,99,US-ME,4.51,1.53,2.55,1.98,0.63,1.08,Maine,ME,Northeast,New England
2020-06-08,Maryland,59024,2776,US-MD,7.05,2.7,4.03,3.46,0.98,1.75,Maryland,MD,South,South Atlantic
2020-06-08,Massachusetts,103626,7353,US-MA,6.78,2.08,3.86,2.85,0.93,1.59,Massachusetts,MA,Northeast,New England
2020-06-08,Michigan,64911,5916,US-MI,6.15,2.23,3.51,3.03,0.93,1.52,Michigan,MI,Midwest,East North Central
2020-06-08,Minnesota,28235,1208,US-MN,6.7,2.32,3.65,3.38,0.94,1.54,Minnesota,MN,Midwest,West North Central
2020-06-08,Mississippi,17768,837,US-MS,6.71,3.21,3.74,3.32,1.09,2.01,Mississippi,MS,South,East South Central
2020-06-08,Missouri,15159,832,US-MO,7.68,2.83,4.52,3.56,1.14,2.03,Missouri,MO,Midwest,West North Central
2020-06-08,Montana,548,18,US-MT,7.11,2.54,4.37,2.77,0.8,1.52,Montana,MT,West,Mountain
2020-06-08,Nebraska,15752,196,US-NE,7.28,2.79,4.05,5.0,1.14,1.94,Nebraska,NE,Midwest,West North Central
2020-06-08,Nevada,9815,442,US-NV,7.57,2.89,4.06,3.4,0.99,2.01,Nevada,NV,West,Mountain
2020-06-08,New Hampshire,5079,286,US-NH,7.42,2.36,4.15,3.5,1.03,1.82,New Hampshire,NH,Northeast,New England
2020-06-08,New Jersey,164497,12214,US-NJ,7.4,2.49,4.16,3.29,1.02,1.61,New Jersey,NJ,Northeast,Middle Atlantic
2020-06-08,New Mexico,9062,400,US-NM,6.83,2.6,4.05,3.72,0.94,1.99,New Mexico,NM,West,Mountain
2020-06-08,New York,383591,30239,US-NY,7.04,2.32,4.01,3.17,0.96,1.6,New York,NY,Northeast,Middle Atlantic
2020-06-08,North Carolina,36581,1041,US-NC,6.86,2.66,3.91,3.47,0.94,1.9,North Carolina,NC,South,South Atlantic
2020-06-08,North Dakota,2883,75,US-ND,6.14,2.43,3.73,3.16,1.0,1.78,North Dakota,ND,Midwest,West North Central
2020-06-08,Ohio,38837,2404,US-OH,6.21,2.27,3.64,3.03,0.91,1.65,Ohio,OH,Midwest,East North Central
2020-06-08,Oklahoma,7206,348,US-OK,7.53,3.04,4.43,3.76,1.04,2.53,Oklahoma,OK,South,West South Central
2020-06-08,Oregon,4927,164,US-OR,6.09,2.02,3.57,2.38,0.77,1.38,Oregon,OR,West,Pacific
2020-06-08,Pennsylvania,80432,6007,US-PA,7.0,2.4,3.93,3.12,1.03,1.72,Pennsylvania,PA,Northeast,Middle Atlantic
