date,state_x,cases,deaths,state_y,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
2020-04-22,Kansas,2291,111,US-KS,7.18,3.68,4.36,4.35,1.04,1.72,Kansas,KS,Midwest,West North Central
2020-04-22,Kentucky,3373,185,US-KY,7.23,3.81,4.3,4.38,1.11,1.88,Kentucky,KY,South,East South Central
2020-04-22,Louisiana,25317,1532,US-LA,7.43,4.26,3.89,4.53,1.07,1.92,Louisiana,LA,South,West South Central
2020-04-22,Maine,907,39,US-ME,4.56,2.13,2.66,2.65,0.62,0.99,Maine,ME,Northeast,New England
2020-04-22,Maryland,14842,698,US-MD,7.54,4.49,4.18,4.96,1.05,1.65,Maryland,MD,South,South Atlantic
2020-04-22,Massachusetts,42944,2182,US-MA,7.29,3.84,4.1,4.63,0.9,1.42,Massachusetts,MA,Northeast,New England
2020-04-22,Michigan,33973,2813,US-MI,6.79,3.75,3.73,4.41,0.92,1.54,Michigan,MI,Midwest,East North Central
2020-04-22,Minnesota,2721,179,US-MN,7.1,3.44,4.18,4.27,0.93,1.41,Minnesota,MN,Midwest,West North Central
2020-04-22,Mississippi,4894,193,US-MS,7.12,4.11,3.83,4.06,1.02,1.86,Mississippi,MS,South,East South Central
2020-04-22,Missouri,6137,236,US-MO,7.76,4.03,4.55,4.63,1.09,1.82,Missouri,MO,Midwest,West North Central
2020-04-22,Montana,439,14,US-MT,6.46,3.64,4.84,4.59,0.63,1.39,Montana,MT,West,Mountain
2020-04-22,Nebraska,1826,42,US-NE,7.53,3.75,4.47,5.19,1.11,1.73,Nebraska,NE,Midwest,West North Central
2020-04-22,Nevada,4081,187,US-NV,7.33,3.89,4.16,4.58,0.95,1.7,Nevada,NV,West,Mountain
2020-04-22,New Hampshire,1588,48,US-NH,8.27,3.75,4.24,4.89,0.92,1.45,New Hampshire,NH,Northeast,New England
2020-04-22,New Jersey,95865,5063,US-NJ,7.97,4.81,4.25,5.46,1.03,1.54,New Jersey,NJ,Northeast,Middle Atlantic
2020-04-22,New Mexico,2210,71,US-NM,6.78,3.66,4.12,4.22,1.1,1.62,New Mexico,NM,West,Mountain
2020-04-22,New York,261591,19647,US-NY,7.49,4.59,4.04,4.98,0.96,1.52,New York,NY,Northeast,Middle Atlantic
2020-04-22,North Carolina,7220,242,US-NC,6.91,3.7,3.97,4.09,0.95,1.7,North Carolina,NC,South,South Atlantic
2020-04-22,North Dakota,679,14,US-ND,7.02,3.46,3.84,4.05,1.08,1.64,North Dakota,ND,Midwest,West North Central
2020-04-22,Ohio,14117,610,US-OH,6.61,3.41,3.76,4.28,0.92,1.47,Ohio,OH,Midwest,East North Central
2020-04-22,Oklahoma,2894,169,US-OK,7.32,3.59,4.32,4.57,0.91,2.0,Oklahoma,OK,South,West South Central
2020-04-22,Oregon,2059,78,US-OR,5.94,2.63,3.53,2.97,0.7,1.25,Oregon,OR,West,Pacific
2020-04-22,Pennsylvania,36763,1720,US-PA,7.46,3.9,4.18,4.78,1.05,1.55,Pennsylvania,PA,Northeast,Middle Atlantic
2020-04-22,Rhode Island,5841,181,US-RI,8.88,4.13,4.34,5.25,1.19,1.78,Rhode Island,RI,Northeast,New England
2020-04-22,South Carolina,4761,140,US-SC,8.17,4.54,4.53,4.77,1.04,2.0,South Carolina,SC,South,South Atlantic
2020-04-22,South Dakota,1858,9,US-SD,6.17,3.48,3.54,4.46,0.91,1.28,South Dakota,SD,Midwest,West North Central
2020-04-22,Tennessee,7681,169,US-TN,7.51,4.11,4.34,4.62,1.0,1.91,Tennessee,TN,South,East South Central
2020-04-22,Texas,21769,571,US-TX,7.79,4.27,4.26,4.64,1.04,1.85,Texas,TX,South,West South Central
2020-04-22,Utah,3451,34,US-UT,5.0,2.38,3.08,3.22,0.62,1.11,Utah,UT,West,Mountain
2020-04-22,Vermont,823,39,US-VT,8.06,3.6,4.82,4.52,1.11,1.17,Vermont,VT,Northeast,New England
2020-04-22,Virginia,10265,349,US-VA,7.21,4.06,4.18,4.44,0.99,1.69,Virginia,VA,South,South Atlantic
2020-04-22,Washington,12606,696,US-WA,8.22,4.1,4.94,4.66,1.04,1.84,Washington,WA,West,Pacific
2020-04-22,West Virginia,939,29,US-WV,7.62,3.75,4.83,4.67,1.24,1.88,West Virginia,WV,South,South Atlantic
2020-04-22,Wisconsin,4915,247,US-WI,6.76,3.47,3.92,4.01,0.93,1.39,Wisconsin,WI,Midwest,East North Central
2020-04-22,Wyoming,447,6,US-WY,5.87,3.56,3.63,3.99,0.99,1.45,Wyoming,WY,West,Mountain
2020-04-23,Alabama,5832,197,US-AL,7.41,4.34,3.95,4.14,1.1,1.97,Alabama,AL,South,East South Central
2020-04-23,Alaska,335,7,US-AK,7.99,3.77,4.18,4.69,0.92,2.19,Alaska,AK,West,Pacific
2020-04-23,Arizona,5769,257,US-AZ,7.88,4.39,4.53,4.95,1.03,1.98,Arizona,AZ,West,Mountain
2020-04-23,California,39534,1548,US-CA,8.27,4.27,4.64,5.13,1.04,1.74,California,CA,West,Pacific
2020-04-23,Colorado,11262,557,US-CO,6.94,3.85,4.06,4.56,0.88,1.45,Colorado,CO,West,Mountain
2020-04-23,Connecticut,23100,1639,US-CT,8.36,4.58,4.61,5.33,1.1,1.65,Connecticut,CT,Northeast,New England
2020-04-23,Delaware,3308,92,US-DE,6.49,3.9,3.48,4.08,0.96,1.56,Delaware,DE,South,South Atlantic
2020-04-23,District of Columbia,3361,139,US-DC,7.6,4.66,4.3,5.44,0.91,1.55,District of Columbia,DC,South,South Atlantic
2020-04-23,Florida,29640,986,US-FL,7.89,4.4,4.26,4.79,1.03,1.8,Florida,FL,South,South Atlantic
2020-04-23,Georgia,20905,871,US-GA,7.37,4.53,3.91,4.83,0.99,1.77,Georgia,GA,South,South Atlantic
2020-04-23,Hawaii,590,12,US-HI,9.11,5.37,5.18,4.96,1.29,1.99,Hawaii,HI,West,Pacific
2020-04-23,Idaho,1836,54,US-ID,8.2,3.86,4.59,4.41,1.01,1.91,Idaho,ID,West,Mountain
2020-04-23,Illinois,36935,1696,US-IL,7.23,4.36,4.0,4.89,0.97,1.51,Illinois,IL,Midwest,East North Central
2020-04-23,Indiana,13196,811,US-IN,6.81,3.9,4.07,4.64,0.92,1.65,Indiana,IN,Midwest,East North Central
2020-04-23,Iowa,3939,96,US-IA,6.91,3.96,4.22,4.98,0.94,1.67,Iowa,IA,Midwest,West North Central
2020-04-23,Kansas,2626,112,US-KS,6.74,3.6,4.0,4.35,0.88,1.59,Kansas,KS,Midwest,West North Central
2020-04-23,Kentucky,3548,194,US-KY,7.46,3.85,4.25,4.62,1.06,1.93,Kentucky,KY,South,East South Central
2020-04-23,Louisiana,25798,1599,US-LA,7.32,4.0,3.78,4.17,1.08,1.93,Louisiana,LA,South,West South Central
2020-04-23,Maine,937,44,US-ME,4.55,2.1,2.59,2.59,0.63,0.93,Maine,ME,Northeast,New England
2020-04-23,Maryland,15805,748,US-MD,7.6,4.62,4.33,5.02,1.09,1.64,Maryland,MD,South,South Atlantic
2020-04-23,Massachusetts,46023,2360,US-MA,7.15,3.88,3.9,4.63,0.93,1.42,Massachusetts,MA,Northeast,New England
2020-04-23,Michigan,35253,2977,US-MI,6.71,3.79,3.67,4.43,0.95,1.49,Michigan,MI,Midwest,East North Central
2020-04-23,Minnesota,2942,200,US-MN,7.1,3.57,4.08,4.32,0.99,1.4,Minnesota,MN,Midwest,West North Central
2020-04-23,Mississippi,5153,201,US-MS,6.59,3.93,3.78,4.16,1.0,1.76,Mississippi,MS,South,East South Central
2020-04-23,Missouri,6321,248,US-MO,7.7,4.05,4.48,4.47,1.07,1.83,Missouri,MO,Midwest,West North Central
2020-04-23,Montana,442,14,US-MT,7.15,3.57,4.38,5.0,1.0,1.62,Montana,MT,West,Mountain
2020-04-23,Nebraska,2190,46,US-NE,7.11,3.68,4.36,4.45,0.89,1.59,Nebraska,NE,Midwest,West North Central
2020-04-23,Nevada,4208,195,US-NV,7.17,4.15,4.03,4.54,0.93,1.85,Nevada,NV,West,Mountain
2020-04-23,New Hampshire,1670,51,US-NH,7.49,4.0,4.42,4.52,0.95,1.76,New Hampshire,NH,Northeast,New England
2020-04-23,New Jersey,99989,5368,US-NJ,8.01,4.97,4.3,5.43,1.08,1.56,New Jersey,NJ,Northeast,Middle Atlantic
2020-04-23,New Mexico,2379,78,US-NM,6.93,3.75,4.07,4.15,0.98,1.71,New Mexico,NM,West,Mountain
2020-04-23,New York,267932,20212,US-NY,7.53,4.67,3.98,4.94,0.96,1.52,New York,NY,Northeast,Middle Atlantic
2020-04-23,North Carolina,7608,253,US-NC,6.98,3.83,3.9,4.12,0.94,1.69,North Carolina,NC,South,South Atlantic
2020-04-23,North Dakota,709,15,US-ND,7.13,3.63,4.26,4.28,1.1,1.51,North Dakota,ND,Midwest,West North Central
2020-04-23,Ohio,14694,656,US-OH,6.45,3.54,3.65,4.07,0.88,1.48,Ohio,OH,Midwest,East North Central
2020-04-23,Oklahoma,3017,179,US-OK,7.11,3.8,4.32,4.57,1.02,2.15,Oklahoma,OK,South,West South Central
2020-04-23,Oregon,2127,83,US-OR,5.65,2.61,3.37,3.13,0.68,1.21,Oregon,OR,West,Pacific
2020-04-23,Pennsylvania,38334,1723,US-PA,7.48,3.98,4.27,4.71,1.05,1.56,Pennsylvania,PA,Northeast,Middle Atlantic
2020-04-23,Rhode Island,6256,189,US-RI,8.51,4.31,4.48,5.46,1.24,1.64,Rhode Island,RI,Northeast,New England
2020-04-23,South Carolina,4917,150,US-SC,8.19,4.69,4.62,4.81,1.09,2.0,South Carolina,SC,South,South Atlantic
2020-04-23,South Dakota,1956,9,US-SD,6.46,3.46,3.56,4.29,1.11,1.32,South Dakota,SD,Midwest,West North Central
2020-04-23,Tennessee,8169,172,US-TN,7.63,4.14,4.41,4.62,1.08,2.01,Tennessee,TN,South,East South Central
2020-04-23,Texas,22706,601,US-TX,7.46,4.21,4.15,4.43,1.01,1.86,Texas,TX,South,West South Central
2020-04-23,Utah,3621,35,US-UT,5.05,2.47,3.05,3.06,0.66,1.17,Utah,UT,West,Mountain
2020-04-23,Vermont,825,42,US-VT,8.07,3.94,4.65,4.77,0.97,1.75,Vermont,VT,Northeast,New England
2020-04-23,Virginia,10999,375,US-VA,7.37,4.17,4.29,4.49,0.98,1.66,Virginia,VA,South,South Atlantic
2020-04-23,Washington,12981,717,US-WA,8.2,4.02,4.9,4.59,1.03,1.84,Washington,WA,West,Pacific
2020-04-23,West Virginia,981,31,US-WV,7.26,3.88,4.65,4.12,1.11,1.9,West Virginia,WV,South,South Atlantic
2020-04-23,Wisconsin,5125,257,US-WI,6.76,3.53,3.7,4.01,0.92,1.45,Wisconsin,WI,Midwest,East North Central
2020-04-23,Wyoming,453,7,US-WY,6.08,3.32,3.9,3.73,1.07,1.39,Wyoming,WY,West,Mountain
2020-04-24,Alabama,6026,209,US-AL,6.87,3.96,3.81,4.02,1.08,1.98,Alabama,AL,South,East South Central
2020-04-24,Alaska,337,7,US-AK,7.11,3.77,4.39,4.7,0.81,1.9,Alaska,AK,West,Pacific
2020-04-24,Arizona,6045,268,US-AZ,7.44,4.01,4.3,4.79,0.99,1.91,Arizona,AZ,West,Mountain
2020-04-24,California,41368,1619,US-CA,7.8,3.98,4.36,4.89,0.95,1.66,California,CA,West,Pacific
2020-04-24,Colorado,12255,672,US-CO,6.52,3.56,3.73,4.32,0.83,1.46,Colorado,CO,West,Mountain
2020-04-24,Connecticut,23921,1764,US-CT,7.7,4.2,4.27,5.28,0.91,1.64,Connecticut,CT,Northeast,New England
2020-04-24,Delaware,3442,100,US-DE,5.81,3.52,3.7,3.95,0.85,1.48,Delaware,DE,South,South Atlantic
2020-04-24,District of Columbia,3528,153,US-DC,6.9,3.98,3.65,4.95,0.91,1.62,District of Columbia,DC,South,South Atlantic
2020-04-24,Florida,30525,1045,US-FL,7.54,4.14,4.1,4.73,0.98,1.79,Florida,FL,South,South Atlantic
2020-04-24,Georgia,21575,889,US-GA,6.8,4.09,3.74,4.69,0.96,1.87,Georgia,GA,South,South Atlantic
2020-04-24,Hawaii,595,13,US-HI,8.25,4.58,5.03,5.19,1.18,1.82,Hawaii,HI,West,Pacific
2020-04-24,Idaho,1870,54,US-ID,7.96,3.68,4.8,4.52,1.01,2.02,Idaho,ID,West,Mountain
2020-04-24,Illinois,39658,1804,US-IL,6.86,4.1,3.68,4.68,0.9,1.53,Illinois,IL,Midwest,East North Central
2020-04-24,Indiana,13848,851,US-IN,6.28,3.54,3.67,4.1,0.85,1.56,Indiana,IN,Midwest,East North Central
2020-04-24,Iowa,4459,107,US-IA,6.72,3.72,4.07,4.89,0.91,1.47,Iowa,IA,Midwest,West North Central
2020-04-24,Kansas,2842,117,US-KS,6.61,3.42,3.88,4.38,0.9,1.69,Kansas,KS,Midwest,West North Central
2020-04-24,Kentucky,3779,203,US-KY,6.88,3.35,3.96,4.11,1.03,1.8,Kentucky,KY,South,East South Central
2020-04-24,Louisiana,26199,1660,US-LA,6.69,3.85,3.61,4.1,0.92,1.87,Louisiana,LA,South,West South Central
2020-04-24,Maine,965,47,US-ME,4.23,1.99,2.53,2.41,0.57,1.09,Maine,ME,Northeast,New England
2020-04-24,Maryland,16693,798,US-MD,6.96,4.3,3.97,4.73,0.94,1.62,Maryland,MD,South,South Atlantic
2020-04-24,Massachusetts,50969,2556,US-MA,6.59,3.67,3.74,4.57,0.86,1.39,Massachusetts,MA,Northeast,New England
2020-04-24,Michigan,36628,3084,US-MI,6.26,3.49,3.33,4.05,0.84,1.46,Michigan,MI,Midwest,East North Central
2020-04-24,Minnesota,3185,221,US-MN,6.71,3.24,3.89,4.29,0.87,1.39,Minnesota,MN,Midwest,West North Central
2020-04-24,Mississippi,5434,209,US-MS,6.29,4.04,3.65,4.07,0.91,1.91,Mississippi,MS,South,East South Central
2020-04-24,Missouri,6625,267,US-MO,7.26,3.67,4.26,4.21,1.01,1.75,Missouri,MO,Midwest,West North Central
2020-04-24,Montana,444,14,US-MT,6.89,3.46,4.46,4.41,0.77,1.48,Montana,MT,West,Mountain
2020-04-24,Nebraska,2474,50,US-NE,6.84,3.81,4.09,4.53,0.9,1.53,Nebraska,NE,Midwest,West North Central
2020-04-24,Nevada,4398,203,US-NV,6.87,3.68,4.04,4.28,0.84,1.78,Nevada,NV,West,Mountain
2020-04-24,New Hampshire,1720,53,US-NH,7.53,3.48,4.13,4.56,0.85,1.65,New Hampshire,NH,Northeast,New England
2020-04-24,New Jersey,102196,5617,US-NJ,7.53,4.8,4.01,5.3,0.97,1.51,New Jersey,NJ,Northeast,Middle Atlantic
2020-04-24,New Mexico,2524,84,US-NM,6.47,3.86,4.04,4.05,0.84,1.63,New Mexico,NM,West,Mountain
2020-04-24,New York,276218,20759,US-NY,7.07,4.43,3.89,4.8,0.91,1.49,New York,NY,Northeast,Middle Atlantic
2020-04-24,North Carolina,8052,270,US-NC,6.45,3.5,3.61,3.87,0.91,1.65,North Carolina,NC,South,South Atlantic
2020-04-24,North Dakota,748,15,US-ND,6.16,3.01,3.98,4.08,0.72,1.49,North Dakota,ND,Midwest,West North Central
2020-04-24,Ohio,15169,690,US-OH,6.03,3.24,3.46,3.82,0.85,1.46,Ohio,OH,Midwest,East North Central
2020-04-24,Oklahoma,3120,188,US-OK,7.3,3.66,4.21,4.46,1.1,2.09,Oklahoma,OK,South,West South Central
2020-04-24,Oregon,2177,86,US-OR,5.51,2.54,3.3,3.33,0.66,1.25,Oregon,OR,West,Pacific
2020-04-24,Pennsylvania,40298,1786,US-PA,6.96,3.72,3.94,4.49,0.97,1.52,Pennsylvania,PA,Northeast,Middle Atlantic
2020-04-24,Rhode Island,6699,202,US-RI,7.75,4.12,4.13,5.12,0.99,1.61,Rhode Island,RI,Northeast,New England
2020-04-24,South Carolina,5070,157,US-SC,7.72,4.37,4.32,4.62,0.96,2.1,South Carolina,SC,South,South Atlantic
2020-04-24,South Dakota,2040,10,US-SD,6.38,3.13,3.49,4.04,0.82,1.83,South Dakota,SD,Midwest,West North Central
2020-04-24,Tennessee,8618,172,US-TN,6.96,3.82,3.96,4.51,1.0,2.01,Tennessee,TN,South,East South Central
2020-04-24,Texas,23650,625,US-TX,7.16,4.05,3.96,4.42,0.96,1.86,Texas,TX,South,West South Central
2020-04-24,Utah,3782,39,US-UT,4.65,2.32,2.78,2.88,0.6,1.07,Utah,UT,West,Mountain
2020-04-24,Vermont,827,43,US-VT,7.63,3.85,4.19,5.04,1.09,1.32,Vermont,VT,Northeast,New England
2020-04-24,Virginia,11595,413,US-VA,6.85,3.84,3.89,4.4,0.9,1.64,Virginia,VA,South,South Atlantic
2020-04-24,Washington,13197,731,US-WA,7.93,3.86,4.64,4.79,0.93,1.95,Washington,WA,West,Pacific
2020-04-24,West Virginia,1010,32,US-WV,7.17,3.69,4.49,3.97,1.15,1.68,West Virginia,WV,South,South Atlantic
2020-04-24,Wisconsin,5431,262,US-WI,6.14,3.16,3.58,3.86,0.86,1.42,Wisconsin,WI,Midwest,East North Central
2020-04-24,Wyoming,473,7,US-WY,6.03,2.94,4.05,3.97,0.81,1.24,Wyoming,WY,West,Mountain
2020-04-25,Alabama,6213,213,US-AL,6.47,3.9,3.82,3.77,0.89,2.01,Alabama,AL,South,East South Central
2020-04-25,Alaska,337,7,US-AK,6.74,3.33,4.28,3.8,0.81,2.56,Alaska,AK,West,Pacific
2020-04-25,Arizona,6280,275,US-AZ,6.97,3.78,4.13,4.41,0.81,1.94,Arizona,AZ,West,Mountain
2020-04-25,California,42590,1692,US-CA,7.42,3.83,4.3,4.44,0.88,1.74,California,CA,West,Pacific
2020-04-25,Colorado,12967,670,US-CO,5.95,3.31,3.58,3.81,0.7,1.61,Colorado,CO,West,Mountain
2020-04-25,Connecticut,24582,1862,US-CT,6.89,3.97,3.96,4.69,0.86,1.75,Connecticut,CT,Northeast,New England
2020-04-25,Delaware,3576,112,US-DE,5.31,3.46,3.22,4.18,0.57,1.48,Delaware,DE,South,South Atlantic
2020-04-25,District of Columbia,3699,165,US-DC,6.38,3.74,3.41,4.63,0.77,1.5,District of Columbia,DC,South,South Atlantic
2020-04-25,Florida,30831,1054,US-FL,7.17,4.07,4.07,4.31,0.86,1.9,Florida,FL,South,South Atlantic
2020-04-25,Georgia,22225,897,US-GA,6.59,4.06,3.78,4.15,0.85,1.91,Georgia,GA,South,South Atlantic
2020-04-25,Hawaii,597,14,US-HI,7.46,4.49,4.6,4.59,1.02,2.18,Hawaii,HI,West,Pacific
2020-04-25,Idaho,1887,56,US-ID,7.23,3.66,4.43,4.59,0.85,2.02,Idaho,ID,West,Mountain
2020-04-25,Illinois,41777,1884,US-IL,6.55,4.09,3.64,4.45,0.8,1.6,Illinois,IL,Midwest,East North Central
2020-04-25,Indiana,14567,897,US-IN,6.06,3.43,3.54,3.81,0.73,1.64,Indiana,IN,Midwest,East North Central
2020-04-25,Iowa,5109,112,US-IA,6.21,3.58,3.69,4.4,0.75,1.67,Iowa,IA,Midwest,West North Central
2020-04-25,Kansas,3091,119,US-KS,6.13,3.24,3.67,3.71,0.64,1.59,Kansas,KS,Midwest,West North Central
2020-04-25,Kentucky,3905,208,US-KY,6.57,3.43,3.96,3.9,0.85,1.85,Kentucky,KY,South,East South Central
2020-04-25,Louisiana,26571,1703,US-LA,6.6,3.85,3.59,3.71,0.95,1.99,Louisiana,LA,South,West South Central
2020-04-25,Maine,990,50,US-ME,3.95,1.97,2.26,2.28,0.46,1.01,Maine,ME,Northeast,New England
2020-04-25,Maryland,17844,875,US-MD,6.65,4.14,3.79,4.38,0.84,1.66,Maryland,MD,South,South Atlantic
2020-04-25,Massachusetts,53348,2730,US-MA,6.18,3.44,3.5,4.1,0.7,1.5,Massachusetts,MA,Northeast,New England
2020-04-25,Michigan,37302,3273,US-MI,6.09,3.46,3.42,3.78,0.75,1.53,Michigan,MI,Midwest,East North Central
2020-04-25,Minnesota,3446,244,US-MN,5.82,3.03,3.57,3.92,0.73,1.43,Minnesota,MN,Midwest,West North Central
2020-04-25,Mississippi,5718,221,US-MS,6.21,3.78,3.4,3.83,0.75,1.9,Mississippi,MS,South,East South Central
2020-04-25,Missouri,6826,280,US-MO,6.87,3.72,4.01,3.85,0.84,1.82,Missouri,MO,Midwest,West North Central
2020-04-25,Montana,445,14,US-MT,6.59,3.35,3.95,3.76,0.74,1.84,Montana,MT,West,Mountain
2020-04-25,Nebraska,2898,52,US-NE,6.36,3.71,4.0,4.08,0.73,1.69,Nebraska,NE,Midwest,West North Central
2020-04-25,Nevada,4539,206,US-NV,6.58,3.95,3.96,4.17,0.74,1.97,Nevada,NV,West,Mountain
2020-04-25,New Hampshire,1793,60,US-NH,6.35,3.42,3.5,4.01,0.69,1.76,New Hampshire,NH,Northeast,New England
2020-04-25,New Jersey,105523,5863,US-NJ,6.98,4.48,3.79,5.03,0.82,1.65,New Jersey,NJ,Northeast,Middle Atlantic
2020-04-25,New Mexico,2662,93,US-NM,6.26,3.55,3.67,3.66,0.73,1.63,New Mexico,NM,West,Mountain
2020-04-25,New York,286901,21326,US-NY,6.58,4.25,3.65,4.51,0.78,1.56,New York,NY,Northeast,Middle Atlantic
2020-04-25,North Carolina,8548,304,US-NC,6.27,3.52,3.58,3.58,0.79,1.75,North Carolina,NC,South,South Atlantic
2020-04-25,North Dakota,803,16,US-ND,5.71,3.48,3.8,3.93,0.68,1.53,North Dakota,ND,Midwest,West North Central
2020-04-25,Ohio,15587,711,US-OH,5.49,2.96,3.29,3.53,0.66,1.53,Ohio,OH,Midwest,East North Central
2020-04-25,Oklahoma,3193,194,US-OK,6.62,3.44,4.04,3.94,0.85,2.15,Oklahoma,OK,South,West South Central
2020-04-25,Oregon,2253,87,US-OR,5.2,2.4,3.18,2.88,0.59,1.23,Oregon,OR,West,Pacific
2020-04-25,Pennsylvania,41626,1842,US-PA,6.31,3.47,3.59,3.92,0.79,1.64,Pennsylvania,PA,Northeast,Middle Atlantic
2020-04-25,Rhode Island,7129,215,US-RI,7.12,3.91,4.01,4.52,0.72,1.71,Rhode Island,RI,Northeast,New England
2020-04-25,South Carolina,5253,166,US-SC,7.25,4.17,4.1,4.07,0.96,2.21,South Carolina,SC,South,South Atlantic
2020-04-25,South Dakota,2147,10,US-SD,5.71,3.04,3.26,3.46,0.53,1.43,South Dakota,SD,Midwest,West North Central
2020-04-25,Tennessee,8918,179,US-TN,6.85,3.74,4.0,3.93,0.91,2.02,Tennessee,TN,South,East South Central
2020-04-25,Texas,24494,662,US-TX,6.76,3.91,3.95,3.96,0.8,1.86,Texas,TX,South,West South Central
2020-04-25,Utah,3950,41,US-UT,4.49,2.24,2.77,2.67,0.59,1.22,Utah,UT,West,Mountain
2020-04-25,Vermont,843,45,US-VT,6.44,3.71,3.94,4.06,0.84,1.53,Vermont,VT,Northeast,New England
2020-04-25,Virginia,12365,436,US-VA,6.55,3.72,3.78,4.2,0.76,1.71,Virginia,VA,South,South Atlantic
2020-04-25,Washington,13565,743,US-WA,7.33,3.86,4.62,4.43,0.83,1.96,Washington,WA,West,Pacific
2020-04-25,West Virginia,1025,33,US-WV,6.6,3.04,4.1,3.77,0.88,1.88,West Virginia,WV,South,South Atlantic
2020-04-25,Wisconsin,5762,266,US-WI,5.5,3.24,3.29,3.52,0.68,1.5,Wisconsin,WI,Midwest,East North Central
2020-04-25,Wyoming,477,7,US-WY,5.49,3.0,3.41,3.68,0.82,1.55,Wyoming,WY,West,Mountain
2020-04-26,Alabama,6421,219,US-AL,6.87,3.91,4.07,3.61,0.92,2.16,Alabama,AL,South,East South Central
2020-04-26,Alaska,339,7,US-AK,7.12,3.41,4.0,3.9,1.15,2.14,Alaska,AK,West,Pacific
2020-04-26,Arizona,6526,277,US-AZ,7.69,3.82,4.64,4.19,0.98,2.01,Arizona,AZ,West,Mountain
2020-04-26,California,43691,1716,US-CA,7.93,3.92,4.66,4.23,0.96,1.81,California,CA,West,Pacific
2020-04-26,Colorado,13440,678,US-CO,6.65,3.35,3.96,4.0,0.8,1.62,Colorado,CO,West,Mountain
2020-04-26,Connecticut,25269,1925,US-CT,7.81,4.14,4.5,4.94,0.95,1.79,Connecticut,CT,Northeast,New England
2020-04-26,Delaware,4034,120,US-DE,6.12,3.58,3.5,4.27,0.82,1.54,Delaware,DE,South,South Atlantic
2020-04-26,District of Columbia,3841,178,US-DC,7.05,4.06,3.88,4.9,0.86,1.65,District of Columbia,DC,South,South Atlantic
2020-04-26,Florida,31520,1073,US-FL,7.63,4.01,4.33,4.22,0.93,1.98,Florida,FL,South,South Atlantic
2020-04-26,Georgia,22459,907,US-GA,7.08,3.96,4.1,4.0,0.88,1.98,Georgia,GA,South,South Atlantic
2020-04-26,Hawaii,599,14,US-HI,7.94,4.11,5.28,4.56,1.16,2.25,Hawaii,HI,West,Pacific
2020-04-26,Idaho,1897,56,US-ID,7.55,3.24,4.69,3.96,1.01,2.06,Idaho,ID,West,Mountain
2020-04-26,Illinois,43903,1943,US-IL,6.79,3.97,3.85,4.26,0.85,1.63,Illinois,IL,Midwest,East North Central
2020-04-26,Indiana,15187,928,US-IN,6.21,3.41,3.71,3.58,0.87,1.68,Indiana,IN,Midwest,East North Central
2020-04-26,Iowa,5490,118,US-IA,6.55,3.69,4.01,4.18,0.88,1.74,Iowa,IA,Midwest,West North Central
2020-04-26,Kansas,3198,120,US-KS,6.76,3.35,4.11,3.93,0.79,1.68,Kansas,KS,Midwest,West North Central
2020-04-26,Kentucky,4074,211,US-KY,6.95,3.48,4.21,3.85,0.98,1.92,Kentucky,KY,South,East South Central
2020-04-26,Louisiana,26832,1729,US-LA,6.78,3.78,3.87,3.53,0.94,2.1,Louisiana,LA,South,West South Central
2020-04-26,Maine,1015,50,US-ME,4.42,2.19,2.56,2.26,0.54,1.03,Maine,ME,Northeast,New England
2020-04-26,Maryland,18664,910,US-MD,7.45,4.29,4.36,4.54,0.95,1.7,Maryland,MD,South,South Atlantic
2020-04-26,Massachusetts,54938,2899,US-MA,6.87,3.54,3.96,4.12,0.84,1.51,Massachusetts,MA,Northeast,New England
2020-04-26,Michigan,38003,3314,US-MI,6.28,3.4,3.67,3.63,0.82,1.59,Michigan,MI,Midwest,East North Central
2020-04-26,Minnesota,3602,272,US-MN,6.71,3.17,4.0,3.82,0.9,1.44,Minnesota,MN,Midwest,West North Central
2020-04-26,Mississippi,5911,227,US-MS,6.42,3.8,3.7,3.72,0.86,1.93,Mississippi,MS,South,East South Central
2020-04-26,Missouri,6997,282,US-MO,7.06,3.59,4.27,3.76,0.9,1.82,Missouri,MO,Midwest,West North Central
2020-04-26,Montana,448,14,US-MT,6.05,3.18,4.39,3.85,0.65,1.62,Montana,MT,West,Mountain
2020-04-26,Nebraska,3126,54,US-NE,7.14,3.34,4.11,3.92,0.95,1.87,Nebraska,NE,Midwest,West North Central
2020-04-26,Nevada,4638,206,US-NV,6.86,3.69,4.07,4.1,0.87,1.9,Nevada,NV,West,Mountain
2020-04-26,New Hampshire,1864,60,US-NH,7.31,3.6,4.16,4.09,0.87,1.5,New Hampshire,NH,Northeast,New England
2020-04-26,New Jersey,109038,5938,US-NJ,7.76,4.43,4.25,4.86,0.95,1.66,New Jersey,NJ,Northeast,Middle Atlantic
2020-04-26,New Mexico,2728,99,US-NM,6.81,3.62,3.95,3.81,0.82,1.76,New Mexico,NM,West,Mountain
2020-04-26,New York,292914,21804,US-NY,7.35,4.26,4.15,4.38,0.93,1.64,New York,NY,Northeast,Middle Atlantic
2020-04-26,North Carolina,8830,309,US-NC,6.67,3.44,3.92,3.46,0.85,1.86,North Carolina,NC,South,South Atlantic
2020-04-26,North Dakota,867,17,US-ND,5.7,3.24,3.84,3.58,0.89,1.47,North Dakota,ND,Midwest,West North Central
