state,date,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
US-AK,2020-01-01,8.13,9.64,5.58,5.95,1.06,2.75,Alaska,AK,West,Pacific
US-AK,2020-01-02,9.21,10.41,6.74,6.33,1.58,3.4,Alaska,AK,West,Pacific
US-AK,2020-01-03,8.31,9.58,5.21,5.66,1.11,2.84,Alaska,AK,West,Pacific
US-AK,2020-01-04,7.87,9.53,5.32,4.91,1.07,2.55,Alaska,AK,West,Pacific
US-AK,2020-01-05,7.75,9.58,5.5,4.9,0.89,2.96,Alaska,AK,West,Pacific
US-AK,2020-01-06,9.01,9.3,5.7,5.27,1.23,2.8,Alaska,AK,West,Pacific
US-AK,2020-01-07,9.54,8.88,6.07,5.55,1.15,2.87,Alaska,AK,West,Pacific
US-AK,2020-01-08,8.84,8.68,6.01,5.14,1.29,2.27,Alaska,AK,West,Pacific
US-AK,2020-01-09,9.1,8.38,6.32,5.23,1.27,2.34,Alaska,AK,West,Pacific
US-AK,2020-01-10,8.1,7.87,5.5,4.79,1.21,2.66,Alaska,AK,West,Pacific
US-AK,2020-01-11,7.52,7.95,5.2,4.66,,2.21,Alaska,AK,West,Pacific
US-AK,2020-01-12,7.74,7.88,5.65,4.55,1.46,2.7,Alaska,AK,West,Pacific
US-AK,2020-01-13,8.92,7.77,6.0,4.96,1.47,2.19,Alaska,AK,West,Pacific
US-AK,2020-01-14,9.51,8.7,6.62,5.42,1.31,2.37,Alaska,AK,West,Pacific
US-AK,2020-01-15,9.32,7.87,5.4,5.0,1.17,3.17,Alaska,AK,West,Pacific
US-AK,2020-01-16,9.82,7.79,6.49,5.3,1.43,2.5,Alaska,AK,West,Pacific
US-AK,2020-01-17,7.88,7.16,4.96,4.65,0.94,2.12,Alaska,AK,West,Pacific
US-AK,2020-01-18,7.49,7.91,4.86,4.59,1.05,2.76,Alaska,AK,West,Pacific
US-AK,2020-01-19,7.92,7.68,6.15,4.34,0.81,2.52,Alaska,AK,West,Pacific
US-AK,2020-01-20,9.05,8.44,5.83,5.74,1.57,2.41,Alaska,AK,West,Pacific
US-AK,2020-01-21,9.41,8.39,6.12,6.09,1.69,2.78,Alaska,AK,West,Pacific
US-AK,2020-01-22,8.92,7.41,6.14,5.37,1.36,2.39,Alaska,AK,West,Pacific
US-AK,2020-01-23,9.34,8.15,6.02,5.44,1.34,2.88,Alaska,AK,West,Pacific
US-AK,2020-01-24,8.17,7.64,5.56,4.67,1.23,2.3,Alaska,AK,West,Pacific
US-AK,2020-01-25,8.39,8.08,6.13,5.21,1.32,3.15,Alaska,AK,West,Pacific
US-AK,2020-01-26,8.05,8.29,5.19,4.4,1.39,2.79,Alaska,AK,West,Pacific
US-AK,2020-01-27,9.07,8.58,6.5,6.16,1.5,2.78,Alaska,AK,West,Pacific
US-AK,2020-01-28,9.84,8.28,6.67,5.75,1.55,2.59,Alaska,AK,West,Pacific
US-AK,2020-01-29,9.9,9.83,6.06,6.25,1.33,2.71,Alaska,AK,West,Pacific
US-AK,2020-01-30,10.39,9.25,5.74,5.96,1.64,2.57,Alaska,AK,West,Pacific
US-AK,2020-01-31,7.94,8.67,5.52,5.25,1.33,2.4,Alaska,AK,West,Pacific
US-AK,2020-02-01,8.18,8.66,5.18,5.36,1.15,2.91,Alaska,AK,West,Pacific
US-AK,2020-02-02,9.16,7.79,5.65,5.06,1.25,2.44,Alaska,AK,West,Pacific
US-AK,2020-02-03,10.48,8.48,6.46,5.7,1.52,2.68,Alaska,AK,West,Pacific
US-AK,2020-02-04,9.76,9.2,6.97,6.34,1.52,2.86,Alaska,AK,West,Pacific
US-AK,2020-02-05,10.07,8.87,6.81,6.15,1.4,2.67,Alaska,AK,West,Pacific
US-AK,2020-02-06,10.21,8.78,6.16,5.18,1.73,2.95,Alaska,AK,West,Pacific
US-AK,2020-02-07,8.27,7.61,5.43,4.82,1.1,2.54,Alaska,AK,West,Pacific
US-AK,2020-02-08,7.84,8.17,5.72,4.8,,2.77,Alaska,AK,West,Pacific
US-AK,2020-02-09,9.11,7.55,6.42,4.7,1.29,2.4,Alaska,AK,West,Pacific
US-AK,2020-02-10,9.69,7.99,7.18,5.49,1.63,2.92,Alaska,AK,West,Pacific
US-AK,2020-02-11,10.14,7.8,6.01,6.14,1.54,2.61,Alaska,AK,West,Pacific
US-AK,2020-02-12,10.28,7.87,6.72,5.26,1.27,2.41,Alaska,AK,West,Pacific
US-AK,2020-02-13,8.56,7.34,6.03,5.17,1.11,2.41,Alaska,AK,West,Pacific
US-AK,2020-02-14,7.98,6.99,5.49,4.41,1.07,2.23,Alaska,AK,West,Pacific
US-AK,2020-02-15,7.48,7.48,5.09,5.0,0.83,3.18,Alaska,AK,West,Pacific
US-AK,2020-02-16,7.56,7.87,5.57,5.5,1.13,2.44,Alaska,AK,West,Pacific
US-AK,2020-02-17,9.86,8.37,6.21,5.28,0.8,3.09,Alaska,AK,West,Pacific
US-AK,2020-02-18,9.7,7.95,6.22,5.4,0.71,2.52,Alaska,AK,West,Pacific
US-AK,2020-02-19,9.06,7.33,6.63,5.45,1.28,2.25,Alaska,AK,West,Pacific
US-AK,2020-02-20,9.35,7.58,6.1,4.89,0.64,2.47,Alaska,AK,West,Pacific
US-AK,2020-02-21,8.68,6.59,5.92,4.7,1.29,2.33,Alaska,AK,West,Pacific
US-AK,2020-02-22,7.94,7.14,5.32,4.33,1.2,2.7,Alaska,AK,West,Pacific
US-AK,2020-02-23,8.31,7.29,5.46,4.7,0.83,2.75,Alaska,AK,West,Pacific
US-AK,2020-02-24,9.19,8.23,5.69,4.49,1.04,2.31,Alaska,AK,West,Pacific
US-AK,2020-02-25,8.97,8.5,6.05,5.64,1.32,2.32,Alaska,AK,West,Pacific
US-AK,2020-02-26,9.54,9.09,5.67,6.49,1.4,2.39,Alaska,AK,West,Pacific
US-AK,2020-02-27,8.72,8.97,5.93,6.3,1.32,2.47,Alaska,AK,West,Pacific
US-AK,2020-02-28,8.21,9.12,5.0,5.49,1.02,2.61,Alaska,AK,West,Pacific
US-AK,2020-02-29,7.42,8.78,4.83,5.71,1.01,1.79,Alaska,AK,West,Pacific
US-AK,2020-03-01,8.18,8.62,4.99,6.21,,1.98,Alaska,AK,West,Pacific
US-AK,2020-03-02,8.64,9.65,5.8,5.86,1.11,2.69,Alaska,AK,West,Pacific
US-AK,2020-03-03,8.8,9.96,5.8,6.52,1.21,2.65,Alaska,AK,West,Pacific
US-AK,2020-03-04,8.85,10.44,5.67,6.22,1.09,2.49,Alaska,AK,West,Pacific
US-AK,2020-03-05,8.37,8.87,5.7,5.47,1.12,2.41,Alaska,AK,West,Pacific
US-AK,2020-03-06,7.82,9.35,5.0,6.28,1.41,2.45,Alaska,AK,West,Pacific
US-AK,2020-03-07,7.8,8.55,4.44,6.47,0.8,2.17,Alaska,AK,West,Pacific
US-AK,2020-03-08,7.04,9.25,4.26,6.09,0.93,2.39,Alaska,AK,West,Pacific
US-AK,2020-03-09,8.82,9.82,5.01,7.31,1.21,2.58,Alaska,AK,West,Pacific
US-AK,2020-03-10,8.58,9.61,5.6,7.75,1.1,2.48,Alaska,AK,West,Pacific
US-AK,2020-03-11,7.75,11.93,5.78,8.76,1.07,3.29,Alaska,AK,West,Pacific
US-AK,2020-03-12,7.79,14.96,4.22,10.14,0.96,2.25,Alaska,AK,West,Pacific
US-AK,2020-03-13,7.31,13.95,4.02,11.18,,2.77,Alaska,AK,West,Pacific
US-AK,2020-03-14,6.87,14.71,4.1,14.21,,2.16,Alaska,AK,West,Pacific
US-AK,2020-03-15,7.62,14.77,3.54,14.5,0.76,1.97,Alaska,AK,West,Pacific
US-AK,2020-03-16,7.6,14.42,3.46,18.03,0.87,1.95,Alaska,AK,West,Pacific
US-AK,2020-03-17,8.15,14.95,3.61,20.72,1.35,2.32,Alaska,AK,West,Pacific
US-AK,2020-03-18,8.33,13.98,4.47,25.59,1.1,1.85,Alaska,AK,West,Pacific
US-AK,2020-03-19,8.8,13.34,3.81,18.48,1.17,1.99,Alaska,AK,West,Pacific
US-AK,2020-03-20,7.54,12.79,3.45,16.21,0.98,1.89,Alaska,AK,West,Pacific
US-AK,2020-03-21,6.8,12.52,3.33,13.88,1.0,1.88,Alaska,AK,West,Pacific
US-AK,2020-03-22,7.63,11.37,3.45,13.02,0.84,1.97,Alaska,AK,West,Pacific
US-AK,2020-03-23,8.59,12.55,3.74,15.07,1.12,1.91,Alaska,AK,West,Pacific
US-AK,2020-03-24,8.58,11.25,3.79,13.68,0.97,1.84,Alaska,AK,West,Pacific
US-AK,2020-03-25,8.52,10.5,3.6,13.17,0.96,1.71,Alaska,AK,West,Pacific
US-AK,2020-03-26,8.55,9.66,4.08,12.47,1.03,2.03,Alaska,AK,West,Pacific
US-AK,2020-03-27,7.85,8.82,3.83,10.88,0.67,2.04,Alaska,AK,West,Pacific
US-AK,2020-03-28,7.65,9.09,3.91,10.36,0.86,2.06,Alaska,AK,West,Pacific
US-AK,2020-03-29,7.99,8.32,4.42,10.0,0.73,1.73,Alaska,AK,West,Pacific
US-AK,2020-03-30,7.64,9.31,3.87,10.15,1.08,1.74,Alaska,AK,West,Pacific
US-AK,2020-03-31,7.92,8.11,3.57,9.52,1.29,1.89,Alaska,AK,West,Pacific
US-AK,2020-04-01,8.38,6.71,4.21,8.63,1.27,1.9,Alaska,AK,West,Pacific
US-AK,2020-04-02,7.64,7.59,3.81,9.6,1.09,2.21,Alaska,AK,West,Pacific
US-AK,2020-04-03,7.79,7.01,3.54,7.83,0.78,2.53,Alaska,AK,West,Pacific
US-AK,2020-04-04,7.26,6.28,4.75,7.7,0.59,1.53,Alaska,AK,West,Pacific
US-AK,2020-04-05,7.37,7.01,4.29,7.24,1.06,1.98,Alaska,AK,West,Pacific
US-AK,2020-04-06,8.24,6.3,4.38,8.21,0.86,1.91,Alaska,AK,West,Pacific
US-AK,2020-04-07,8.66,6.2,5.35,7.68,0.97,1.86,Alaska,AK,West,Pacific
US-AK,2020-04-08,8.21,5.7,4.56,6.92,0.83,1.86,Alaska,AK,West,Pacific
US-AK,2020-04-09,7.27,5.66,4.85,6.37,1.05,2.09,Alaska,AK,West,Pacific
US-AK,2020-04-10,7.36,5.28,4.47,6.07,,1.68,Alaska,AK,West,Pacific
US-AK,2020-04-11,6.92,4.88,5.14,5.68,0.96,2.25,Alaska,AK,West,Pacific
US-AK,2020-04-12,6.64,4.34,4.68,4.76,0.56,2.11,Alaska,AK,West,Pacific
US-AK,2020-04-13,8.57,4.51,4.93,5.84,1.05,2.02,Alaska,AK,West,Pacific
US-AK,2020-04-14,7.74,4.64,4.68,5.54,1.22,2.31,Alaska,AK,West,Pacific
US-AK,2020-04-15,7.88,4.34,5.11,5.14,1.06,2.54,Alaska,AK,West,Pacific
US-AK,2020-04-16,7.97,4.12,4.68,5.59,1.35,1.91,Alaska,AK,West,Pacific
US-AK,2020-04-17,7.57,3.81,4.5,4.74,0.72,1.89,Alaska,AK,West,Pacific
US-AK,2020-04-18,7.94,3.61,4.53,3.86,0.93,2.14,Alaska,AK,West,Pacific
US-AK,2020-04-19,7.28,3.39,5.06,4.72,0.81,2.07,Alaska,AK,West,Pacific
US-AK,2020-04-20,7.88,4.0,4.61,5.04,1.13,1.8,Alaska,AK,West,Pacific
US-AK,2020-04-21,7.54,4.0,4.3,4.9,1.18,1.92,Alaska,AK,West,Pacific
US-AK,2020-04-22,8.3,4.12,4.61,4.99,0.61,1.85,Alaska,AK,West,Pacific
US-AK,2020-04-23,7.99,3.77,4.18,4.69,0.92,2.19,Alaska,AK,West,Pacific
US-AK,2020-04-24,7.11,3.77,4.39,4.7,0.81,1.9,Alaska,AK,West,Pacific
US-AK,2020-04-25,6.74,3.33,4.28,3.8,0.81,2.56,Alaska,AK,West,Pacific
US-AK,2020-04-26,7.12,3.41,4.0,3.9,1.15,2.14,Alaska,AK,West,Pacific
US-AK,2020-04-27,7.76,4.35,5.26,5.32,0.79,1.85,Alaska,AK,West,Pacific
US-AK,2020-04-28,7.49,3.8,4.99,4.91,1.18,2.07,Alaska,AK,West,Pacific
US-AK,2020-04-29,8.36,3.46,5.27,5.1,1.12,2.17,Alaska,AK,West,Pacific
US-AK,2020-04-30,7.8,3.63,5.3,5.11,0.83,1.91,Alaska,AK,West,Pacific
US-AK,2020-05-01,7.26,3.38,4.27,3.98,0.53,1.77,Alaska,AK,West,Pacific
US-AK,2020-05-02,6.58,3.16,4.45,3.9,0.91,1.87,Alaska,AK,West,Pacific
US-AK,2020-05-03,7.2,3.31,4.25,3.66,0.74,1.4,Alaska,AK,West,Pacific
US-AK,2020-05-04,7.77,3.36,4.61,4.67,1.25,1.89,Alaska,AK,West,Pacific
US-AK,2020-05-05,7.69,2.82,5.06,5.86,0.8,2.14,Alaska,AK,West,Pacific
US-AK,2020-05-06,8.13,3.01,5.28,5.48,0.89,1.58,Alaska,AK,West,Pacific
US-AK,2020-05-07,7.45,3.47,4.53,4.4,0.97,2.07,Alaska,AK,West,Pacific
US-AK,2020-05-08,7.74,3.1,4.59,5.05,0.9,1.79,Alaska,AK,West,Pacific
US-AK,2020-05-09,6.63,2.52,4.97,5.12,0.67,1.74,Alaska,AK,West,Pacific
US-AK,2020-05-10,5.71,2.99,4.53,4.59,,1.95,Alaska,AK,West,Pacific
US-AK,2020-05-11,7.74,3.32,5.25,5.13,0.89,1.75,Alaska,AK,West,Pacific
US-AK,2020-05-12,7.47,3.07,5.4,5.39,0.91,2.15,Alaska,AK,West,Pacific
US-AK,2020-05-13,7.18,3.48,5.2,5.51,0.85,1.86,Alaska,AK,West,Pacific
US-AK,2020-05-14,7.54,3.15,4.52,5.47,,2.11,Alaska,AK,West,Pacific
US-AK,2020-05-15,6.48,3.0,4.53,4.54,0.84,1.76,Alaska,AK,West,Pacific
US-AK,2020-05-16,6.15,3.21,3.75,3.79,0.67,1.93,Alaska,AK,West,Pacific
US-AK,2020-05-17,7.01,3.1,5.11,3.76,1.12,2.1,Alaska,AK,West,Pacific
US-AK,2020-05-18,8.43,3.65,4.62,5.03,1.06,2.03,Alaska,AK,West,Pacific
US-AK,2020-05-19,7.89,3.49,4.91,4.73,0.98,2.14,Alaska,AK,West,Pacific
US-AK,2020-05-20,7.45,3.28,4.83,3.9,1.27,2.17,Alaska,AK,West,Pacific
US-AK,2020-05-21,7.36,3.73,4.61,3.9,1.03,1.68,Alaska,AK,West,Pacific
US-AK,2020-05-22,7.29,2.63,4.79,3.81,0.85,1.99,Alaska,AK,West,Pacific
US-AK,2020-05-23,6.77,2.84,4.95,3.86,0.74,2.37,Alaska,AK,West,Pacific
US-AK,2020-05-24,6.71,2.79,4.05,3.28,1.54,1.6,Alaska,AK,West,Pacific
US-AK,2020-05-25,7.38,3.29,5.3,3.73,0.69,1.49,Alaska,AK,West,Pacific
US-AK,2020-05-26,8.37,2.9,5.9,4.41,1.68,1.71,Alaska,AK,West,Pacific
US-AK,2020-05-27,7.27,3.17,5.46,3.49,1.36,2.12,Alaska,AK,West,Pacific
US-AK,2020-05-28,6.52,3.01,4.62,3.75,1.14,1.67,Alaska,AK,West,Pacific
US-AK,2020-05-29,7.3,2.74,4.62,3.59,1.07,1.96,Alaska,AK,West,Pacific
US-AK,2020-05-30,7.17,2.58,3.87,2.89,,2.0,Alaska,AK,West,Pacific
US-AK,2020-05-31,6.72,2.92,4.56,3.49,0.78,1.62,Alaska,AK,West,Pacific
US-AK,2020-06-01,6.93,2.5,4.71,4.23,0.88,2.74,Alaska,AK,West,Pacific
US-AK,2020-06-02,7.42,2.65,4.58,3.96,0.9,2.29,Alaska,AK,West,Pacific
US-AK,2020-06-03,7.6,2.8,4.75,3.54,0.99,2.24,Alaska,AK,West,Pacific
US-AK,2020-06-04,7.27,2.93,4.46,3.45,1.28,2.33,Alaska,AK,West,Pacific
US-AK,2020-06-05,6.73,2.76,4.03,3.8,1.16,1.98,Alaska,AK,West,Pacific
US-AK,2020-06-06,7.03,2.96,4.46,3.16,,2.37,Alaska,AK,West,Pacific
US-AK,2020-06-07,7.25,2.62,4.35,3.08,0.91,2.49,Alaska,AK,West,Pacific
US-AK,2020-06-08,7.95,3.21,4.68,3.7,1.28,2.48,Alaska,AK,West,Pacific
US-AK,2020-06-09,8.21,2.8,5.11,4.69,1.54,2.16,Alaska,AK,West,Pacific
US-AK,2020-06-10,8.18,2.67,5.01,3.71,1.03,2.52,Alaska,AK,West,Pacific
US-AK,2020-06-11,8.34,3.03,4.8,4.05,1.43,2.32,Alaska,AK,West,Pacific
US-AK,2020-06-12,7.47,2.76,4.67,3.53,1.16,2.12,Alaska,AK,West,Pacific
US-AK,2020-06-13,6.31,2.9,4.34,3.65,0.89,2.43,Alaska,AK,West,Pacific
US-AK,2020-06-14,7.37,2.6,4.67,3.3,1.03,1.83,Alaska,AK,West,Pacific
US-AK,2020-06-15,8.08,3.11,5.35,4.11,0.91,2.4,Alaska,AK,West,Pacific
US-AK,2020-06-16,7.97,3.21,5.71,4.57,1.39,2.35,Alaska,AK,West,Pacific
US-AK,2020-06-17,7.96,2.4,5.1,4.23,1.23,2.54,Alaska,AK,West,Pacific
US-AK,2020-06-18,8.25,3.3,4.9,3.8,1.35,2.53,Alaska,AK,West,Pacific
US-AK,2020-06-19,7.91,3.19,4.51,3.74,1.26,1.98,Alaska,AK,West,Pacific
US-AK,2020-06-20,7.33,2.29,4.61,3.54,0.67,2.73,Alaska,AK,West,Pacific
US-AK,2020-06-21,7.65,2.35,5.13,3.64,0.86,2.56,Alaska,AK,West,Pacific
US-AK,2020-06-22,8.6,3.17,5.54,4.27,1.0,2.58,Alaska,AK,West,Pacific
US-AK,2020-06-23,7.78,3.48,5.51,4.44,1.04,2.36,Alaska,AK,West,Pacific
US-AK,2020-06-24,7.98,4.03,5.81,4.34,1.05,2.47,Alaska,AK,West,Pacific
US-AK,2020-06-25,8.19,3.49,5.68,3.9,1.28,2.24,Alaska,AK,West,Pacific
US-AK,2020-06-26,7.51,3.82,5.44,4.59,1.01,2.67,Alaska,AK,West,Pacific
US-AK,2020-06-27,6.87,2.75,5.14,3.99,0.88,2.26,Alaska,AK,West,Pacific
US-AK,2020-06-28,7.83,3.35,5.33,4.19,0.98,1.73,Alaska,AK,West,Pacific
US-AK,2020-06-29,7.96,3.93,5.38,4.24,1.2,2.27,Alaska,AK,West,Pacific
US-AK,2020-06-30,8.04,3.85,4.89,4.66,1.1,2.41,Alaska,AK,West,Pacific
US-AK,2020-07-01,7.87,3.36,4.44,4.78,0.9,2.4,Alaska,AK,West,Pacific
US-AK,2020-07-02,7.4,3.27,5.32,4.95,1.33,2.15,Alaska,AK,West,Pacific
US-AK,2020-07-03,6.47,3.41,4.59,4.24,0.89,2.17,Alaska,AK,West,Pacific
US-AK,2020-07-04,6.02,2.84,4.06,3.39,1.51,2.13,Alaska,AK,West,Pacific
US-AK,2020-07-05,7.25,3.09,4.73,4.52,0.87,2.53,Alaska,AK,West,Pacific
US-AK,2020-07-06,7.65,3.71,5.33,4.35,1.11,2.09,Alaska,AK,West,Pacific
US-AK,2020-07-07,8.17,3.49,4.88,4.93,1.19,2.46,Alaska,AK,West,Pacific
US-AK,2020-07-08,8.24,3.23,4.75,5.11,1.08,2.26,Alaska,AK,West,Pacific
US-AK,2020-07-09,8.46,3.18,4.78,4.64,1.21,2.49,Alaska,AK,West,Pacific
US-AK,2020-07-10,7.4,3.96,4.69,5.12,,2.69,Alaska,AK,West,Pacific
US-AK,2020-07-11,7.64,3.12,5.44,4.07,1.03,2.46,Alaska,AK,West,Pacific
US-AK,2020-07-12,7.92,3.6,4.2,5.02,0.84,1.9,Alaska,AK,West,Pacific
US-AK,2020-07-13,7.43,3.42,5.26,5.54,0.8,2.79,Alaska,AK,West,Pacific
US-AK,2020-07-14,7.84,3.62,5.42,5.23,1.24,2.39,Alaska,AK,West,Pacific
US-AK,2020-07-15,8.37,3.96,4.88,4.24,1.4,2.29,Alaska,AK,West,Pacific
US-AK,2020-07-16,7.67,3.76,5.37,4.69,1.05,2.87,Alaska,AK,West,Pacific
US-AK,2020-07-17,7.59,3.5,4.71,4.49,0.84,2.25,Alaska,AK,West,Pacific
US-AK,2020-07-18,7.16,3.47,4.77,3.92,1.09,2.52,Alaska,AK,West,Pacific
US-AK,2020-07-19,7.61,3.53,4.05,3.85,0.99,2.31,Alaska,AK,West,Pacific
US-AK,2020-07-20,8.01,3.41,5.19,4.62,1.24,2.0,Alaska,AK,West,Pacific
US-AK,2020-07-21,7.75,3.65,4.87,4.21,1.49,2.45,Alaska,AK,West,Pacific
US-AK,2020-07-22,7.98,3.16,5.09,4.26,1.13,2.47,Alaska,AK,West,Pacific
US-AK,2020-07-23,8.62,3.09,5.05,4.42,0.63,2.24,Alaska,AK,West,Pacific
US-AK,2020-07-24,7.76,3.5,4.56,3.77,0.83,2.33,Alaska,AK,West,Pacific
US-AK,2020-07-25,6.53,3.58,4.1,3.82,1.14,2.19,Alaska,AK,West,Pacific
US-AK,2020-07-26,7.31,3.23,5.47,4.12,0.73,2.5,Alaska,AK,West,Pacific
US-AK,2020-07-27,8.78,3.45,4.68,4.49,1.41,2.19,Alaska,AK,West,Pacific
US-AK,2020-07-28,8.4,3.54,5.03,4.63,1.13,2.42,Alaska,AK,West,Pacific
US-AK,2020-07-29,8.03,3.67,5.15,5.12,1.55,2.46,Alaska,AK,West,Pacific
US-AK,2020-07-30,7.86,3.29,4.78,4.61,0.93,2.19,Alaska,AK,West,Pacific
US-AK,2020-07-31,7.38,3.24,4.63,4.09,0.71,2.55,Alaska,AK,West,Pacific
US-AK,2020-08-01,7.19,3.06,4.98,3.68,0.64,2.24,Alaska,AK,West,Pacific
US-AK,2020-08-02,6.77,3.34,4.81,4.03,0.79,2.34,Alaska,AK,West,Pacific
US-AK,2020-08-03,7.76,3.68,5.16,4.08,1.26,2.8,Alaska,AK,West,Pacific
US-AK,2020-08-04,7.28,3.91,5.23,4.3,1.03,1.99,Alaska,AK,West,Pacific
US-AK,2020-08-05,8.3,3.11,5.68,3.71,0.9,2.38,Alaska,AK,West,Pacific
US-AK,2020-08-06,8.36,3.83,4.93,5.01,1.12,2.65,Alaska,AK,West,Pacific
US-AK,2020-08-07,7.25,3.29,5.16,3.42,1.19,2.48,Alaska,AK,West,Pacific
US-AK,2020-08-08,7.24,3.31,4.67,3.6,0.98,1.93,Alaska,AK,West,Pacific
US-AK,2020-08-09,7.7,3.23,4.15,3.28,0.71,2.35,Alaska,AK,West,Pacific
US-AK,2020-08-10,8.57,3.67,4.76,3.78,1.19,2.22,Alaska,AK,West,Pacific
US-AK,2020-08-11,9.21,3.66,5.34,4.05,1.63,2.51,Alaska,AK,West,Pacific
US-AK,2020-08-12,8.23,3.9,5.17,4.07,1.15,2.33,Alaska,AK,West,Pacific
US-AK,2020-08-13,8.27,3.14,4.43,4.27,0.84,2.42,Alaska,AK,West,Pacific
US-AK,2020-08-14,7.92,3.11,4.93,3.55,0.86,2.23,Alaska,AK,West,Pacific
US-AK,2020-08-15,7.08,3.26,5.28,3.33,0.65,2.42,Alaska,AK,West,Pacific
US-AK,2020-08-16,7.6,2.84,4.62,3.35,,2.26,Alaska,AK,West,Pacific
US-AK,2020-08-17,7.66,3.07,4.61,3.57,1.26,2.6,Alaska,AK,West,Pacific
US-AK,2020-08-18,8.05,3.56,5.11,3.79,1.08,2.35,Alaska,AK,West,Pacific
US-AK,2020-08-19,8.53,3.35,4.89,3.66,1.44,2.1,Alaska,AK,West,Pacific
US-AK,2020-08-20,8.07,2.76,5.26,3.42,1.31,2.05,Alaska,AK,West,Pacific
US-AK,2020-08-21,7.75,2.89,4.37,3.62,0.96,2.21,Alaska,AK,West,Pacific
US-AK,2020-08-22,6.43,2.93,5.06,2.65,1.41,2.49,Alaska,AK,West,Pacific
US-AK,2020-08-23,7.48,3.55,5.01,3.71,0.83,1.75,Alaska,AK,West,Pacific
US-AK,2020-08-24,8.26,3.59,5.27,3.8,1.14,2.14,Alaska,AK,West,Pacific
US-AK,2020-08-25,8.92,2.85,5.13,3.53,1.21,2.21,Alaska,AK,West,Pacific
US-AK,2020-08-26,8.57,3.27,4.99,3.68,1.06,2.6,Alaska,AK,West,Pacific
US-AK,2020-08-27,7.85,2.87,5.09,3.72,1.22,1.97,Alaska,AK,West,Pacific
US-AK,2020-08-28,7.3,3.18,5.02,3.37,1.1,2.23,Alaska,AK,West,Pacific
US-AK,2020-08-29,6.83,2.71,4.6,3.15,0.7,2.56,Alaska,AK,West,Pacific
US-AK,2020-08-30,7.54,3.15,4.37,3.13,1.11,2.36,Alaska,AK,West,Pacific
US-AK,2020-08-31,8.54,3.39,5.22,3.76,1.43,2.15,Alaska,AK,West,Pacific
US-AK,2020-09-01,9.27,3.57,5.44,3.93,1.04,2.35,Alaska,AK,West,Pacific
US-AK,2020-09-02,8.84,3.38,6.05,3.92,1.2,2.25,Alaska,AK,West,Pacific
US-AK,2020-09-03,8.33,3.89,5.3,3.55,1.39,2.32,Alaska,AK,West,Pacific
US-AK,2020-09-04,7.84,3.32,4.38,3.25,0.97,2.46,Alaska,AK,West,Pacific
US-AK,2020-09-05,6.66,2.7,4.21,3.22,1.27,2.16,Alaska,AK,West,Pacific
US-AK,2020-09-06,7.73,3.2,4.83,3.34,,2.08,Alaska,AK,West,Pacific
US-AK,2020-09-07,7.27,3.15,5.1,3.12,1.22,2.24,Alaska,AK,West,Pacific
US-AK,2020-09-08,8.98,3.41,6.18,4.06,1.18,2.65,Alaska,AK,West,Pacific
US-AK,2020-09-09,8.31,3.55,5.71,4.47,1.37,2.4,Alaska,AK,West,Pacific
US-AK,2020-09-10,8.62,3.85,5.9,3.85,1.26,2.11,Alaska,AK,West,Pacific
US-AK,2020-09-11,7.5,3.16,5.22,3.9,1.29,2.39,Alaska,AK,West,Pacific
US-AK,2020-09-12,7.92,3.49,5.34,3.18,0.95,2.28,Alaska,AK,West,Pacific
US-AK,2020-09-13,7.67,3.25,5.42,3.49,0.89,2.29,Alaska,AK,West,Pacific
US-AK,2020-09-14,9.15,3.9,5.89,4.27,1.3,1.98,Alaska,AK,West,Pacific
US-AK,2020-09-15,8.8,4.02,6.13,3.9,1.32,1.93,Alaska,AK,West,Pacific
US-AK,2020-09-16,8.68,3.57,5.47,3.71,1.26,2.24,Alaska,AK,West,Pacific
US-AK,2020-09-17,8.25,4.03,5.87,3.73,1.25,2.27,Alaska,AK,West,Pacific
US-AK,2020-09-18,8.25,3.52,5.27,3.69,1.13,2.18,Alaska,AK,West,Pacific
US-AK,2020-09-19,7.42,3.44,4.65,3.32,1.02,2.49,Alaska,AK,West,Pacific
US-AK,2020-09-20,8.13,3.48,4.76,3.27,0.9,2.05,Alaska,AK,West,Pacific
US-AK,2020-09-21,8.48,3.42,5.56,3.57,1.11,2.37,Alaska,AK,West,Pacific
US-AK,2020-09-22,8.9,4.02,5.5,4.3,1.33,2.77,Alaska,AK,West,Pacific
US-AK,2020-09-23,9.43,3.38,5.87,3.7,1.23,2.54,Alaska,AK,West,Pacific
US-AK,2020-09-24,8.71,3.79,5.89,3.9,1.09,2.55,Alaska,AK,West,Pacific
US-AK,2020-09-25,7.95,3.89,5.44,3.49,1.16,2.1,Alaska,AK,West,Pacific
US-AK,2020-09-26,7.45,3.1,4.93,3.55,0.88,2.19,Alaska,AK,West,Pacific
US-AK,2020-09-27,8.14,4.22,4.99,3.33,0.96,2.13,Alaska,AK,West,Pacific
US-AK,2020-09-28,8.81,3.84,5.41,3.93,1.29,2.3,Alaska,AK,West,Pacific
US-AK,2020-09-29,8.86,3.99,5.28,4.62,1.28,2.42,Alaska,AK,West,Pacific
US-AK,2020-09-30,8.2,4.0,5.14,4.59,1.24,2.08,Alaska,AK,West,Pacific
