state,date,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
US-HI,2020-09-26,8.64,3.13,5.66,3.88,1.27,2.5,Hawaii,HI,West,Pacific
US-HI,2020-09-27,9.62,3.38,5.57,3.52,1.41,2.54,Hawaii,HI,West,Pacific
US-HI,2020-09-28,11.11,3.85,6.58,4.13,1.61,2.3,Hawaii,HI,West,Pacific
US-HI,2020-09-29,10.73,3.61,6.53,4.38,1.42,2.32,Hawaii,HI,West,Pacific
US-HI,2020-09-30,9.88,3.48,6.13,4.14,1.37,2.51,Hawaii,HI,West,Pacific
US-HI,2020-10-01,10.59,3.42,6.12,4.35,1.22,2.25,Hawaii,HI,West,Pacific
US-HI,2020-10-02,9.58,3.64,6.03,5.03,1.38,2.17,Hawaii,HI,West,Pacific
US-HI,2020-10-03,8.39,3.38,4.97,4.24,1.14,2.21,Hawaii,HI,West,Pacific
US-HI,2020-10-04,8.39,3.45,5.32,4.39,0.96,2.44,Hawaii,HI,West,Pacific
US-HI,2020-10-05,9.81,4.19,6.17,4.91,1.24,2.49,Hawaii,HI,West,Pacific
US-HI,2020-10-06,9.26,3.9,5.89,5.05,1.44,2.58,Hawaii,HI,West,Pacific
US-HI,2020-10-07,9.76,3.81,6.07,4.4,1.39,2.83,Hawaii,HI,West,Pacific
US-HI,2020-10-08,9.69,3.86,6.01,4.58,1.44,2.5,Hawaii,HI,West,Pacific
US-HI,2020-10-09,9.04,4.16,5.65,4.47,1.31,2.54,Hawaii,HI,West,Pacific
US-HI,2020-10-10,8.89,3.58,5.45,4.24,0.97,2.38,Hawaii,HI,West,Pacific
US-HI,2020-10-11,9.15,3.41,5.89,3.67,1.14,2.47,Hawaii,HI,West,Pacific
US-HI,2020-10-12,9.83,3.77,6.21,3.88,1.52,2.59,Hawaii,HI,West,Pacific
US-HI,2020-10-13,10.06,3.57,6.29,4.2,1.48,2.58,Hawaii,HI,West,Pacific
US-HI,2020-10-14,9.91,3.67,5.86,4.46,1.3,2.56,Hawaii,HI,West,Pacific
US-HI,2020-10-15,10.0,3.68,6.19,4.05,1.27,2.46,Hawaii,HI,West,Pacific
US-HI,2020-10-16,9.63,3.31,6.03,3.95,1.21,2.34,Hawaii,HI,West,Pacific
US-HI,2020-10-17,8.88,3.37,5.52,3.87,1.16,2.55,Hawaii,HI,West,Pacific
US-HI,2020-10-18,8.79,3.43,5.64,3.88,1.11,2.59,Hawaii,HI,West,Pacific
US-HI,2020-10-19,10.7,3.54,6.43,4.27,1.53,2.55,Hawaii,HI,West,Pacific
US-IA,2020-01-01,7.37,10.58,4.76,5.08,0.92,2.82,Iowa,IA,Midwest,West North Central
US-IA,2020-01-02,8.17,10.79,5.03,4.96,1.09,2.54,Iowa,IA,Midwest,West North Central
US-IA,2020-01-03,7.57,10.41,4.4,4.84,1.06,2.39,Iowa,IA,Midwest,West North Central
US-IA,2020-01-04,7.31,10.39,4.37,4.83,0.86,2.51,Iowa,IA,Midwest,West North Central
US-IA,2020-01-05,7.78,10.14,4.77,4.94,1.06,2.42,Iowa,IA,Midwest,West North Central
US-IA,2020-01-06,8.17,9.65,5.21,4.86,1.3,2.36,Iowa,IA,Midwest,West North Central
US-IA,2020-01-07,8.55,9.68,5.26,5.06,1.2,2.34,Iowa,IA,Midwest,West North Central
US-IA,2020-01-08,8.18,9.39,5.2,4.75,1.29,2.17,Iowa,IA,Midwest,West North Central
US-IA,2020-01-09,8.4,8.98,5.2,5.09,1.23,2.25,Iowa,IA,Midwest,West North Central
US-IA,2020-01-10,7.08,8.19,4.62,4.36,1.0,1.94,Iowa,IA,Midwest,West North Central
US-IA,2020-01-11,6.76,8.85,4.2,4.79,0.9,2.07,Iowa,IA,Midwest,West North Central
US-IA,2020-01-12,7.63,9.19,4.54,5.65,1.04,2.41,Iowa,IA,Midwest,West North Central
US-IA,2020-01-13,8.05,8.71,5.03,5.84,1.28,2.29,Iowa,IA,Midwest,West North Central
US-IA,2020-01-14,8.25,8.6,5.22,5.38,1.29,2.14,Iowa,IA,Midwest,West North Central
US-IA,2020-01-15,7.85,8.29,5.15,5.27,1.25,1.93,Iowa,IA,Midwest,West North Central
US-IA,2020-01-16,7.66,7.91,4.6,4.83,1.18,1.98,Iowa,IA,Midwest,West North Central
US-IA,2020-01-17,6.7,7.57,4.15,5.06,0.93,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-01-18,6.45,8.13,4.03,4.92,0.82,2.08,Iowa,IA,Midwest,West North Central
US-IA,2020-01-19,7.25,8.32,4.64,4.97,0.94,2.11,Iowa,IA,Midwest,West North Central
US-IA,2020-01-20,8.14,8.71,5.38,5.46,1.28,2.23,Iowa,IA,Midwest,West North Central
US-IA,2020-01-21,8.18,8.81,5.42,5.34,1.28,2.11,Iowa,IA,Midwest,West North Central
US-IA,2020-01-22,8.11,8.39,5.19,5.24,1.19,2.09,Iowa,IA,Midwest,West North Central
US-IA,2020-01-23,8.28,8.18,5.59,5.17,1.33,2.18,Iowa,IA,Midwest,West North Central
US-IA,2020-01-24,7.63,7.93,4.72,4.81,1.19,2.02,Iowa,IA,Midwest,West North Central
US-IA,2020-01-25,7.31,8.0,4.67,5.19,0.96,2.31,Iowa,IA,Midwest,West North Central
US-IA,2020-01-26,8.17,8.4,5.25,5.33,1.08,2.32,Iowa,IA,Midwest,West North Central
US-IA,2020-01-27,8.8,8.52,5.45,5.83,1.31,2.25,Iowa,IA,Midwest,West North Central
US-IA,2020-01-28,8.81,8.67,5.68,5.97,1.41,2.14,Iowa,IA,Midwest,West North Central
US-IA,2020-01-29,9.17,8.27,5.79,5.59,1.28,2.27,Iowa,IA,Midwest,West North Central
US-IA,2020-01-30,8.92,8.94,5.71,5.55,1.29,2.14,Iowa,IA,Midwest,West North Central
US-IA,2020-01-31,7.83,8.18,4.8,5.37,1.25,2.07,Iowa,IA,Midwest,West North Central
US-IA,2020-02-01,6.97,8.61,4.73,5.45,0.86,2.22,Iowa,IA,Midwest,West North Central
US-IA,2020-02-02,7.33,8.32,4.61,5.49,0.92,2.39,Iowa,IA,Midwest,West North Central
US-IA,2020-02-03,8.59,8.57,5.23,6.09,1.26,2.33,Iowa,IA,Midwest,West North Central
US-IA,2020-02-04,8.62,8.84,5.47,6.06,1.32,2.24,Iowa,IA,Midwest,West North Central
US-IA,2020-02-05,8.63,9.13,5.49,6.02,1.28,2.19,Iowa,IA,Midwest,West North Central
US-IA,2020-02-06,8.94,9.08,5.63,6.12,1.33,2.13,Iowa,IA,Midwest,West North Central
US-IA,2020-02-07,7.71,8.81,4.82,5.74,1.11,2.12,Iowa,IA,Midwest,West North Central
US-IA,2020-02-08,6.95,9.55,4.41,5.94,0.95,2.48,Iowa,IA,Midwest,West North Central
US-IA,2020-02-09,8.5,9.78,5.28,6.55,1.2,2.52,Iowa,IA,Midwest,West North Central
US-IA,2020-02-10,8.91,10.14,5.77,6.63,1.45,2.5,Iowa,IA,Midwest,West North Central
US-IA,2020-02-11,9.14,9.86,5.75,6.69,1.33,2.21,Iowa,IA,Midwest,West North Central
US-IA,2020-02-12,8.8,9.68,6.2,6.22,1.34,2.25,Iowa,IA,Midwest,West North Central
US-IA,2020-02-13,7.76,9.01,5.13,6.0,1.19,2.03,Iowa,IA,Midwest,West North Central
US-IA,2020-02-14,7.08,8.34,4.48,5.53,0.92,2.08,Iowa,IA,Midwest,West North Central
US-IA,2020-02-15,7.07,9.52,4.57,6.41,1.0,2.37,Iowa,IA,Midwest,West North Central
US-IA,2020-02-16,8.42,9.85,5.16,6.53,1.11,2.32,Iowa,IA,Midwest,West North Central
US-IA,2020-02-17,8.69,9.93,5.61,6.55,1.4,2.43,Iowa,IA,Midwest,West North Central
US-IA,2020-02-18,8.99,9.72,5.58,6.52,1.44,2.28,Iowa,IA,Midwest,West North Central
US-IA,2020-02-19,8.69,9.35,5.55,6.14,1.42,2.31,Iowa,IA,Midwest,West North Central
US-IA,2020-02-20,8.66,8.66,5.33,5.83,1.27,2.27,Iowa,IA,Midwest,West North Central
US-IA,2020-02-21,7.62,8.06,5.03,5.52,1.15,2.24,Iowa,IA,Midwest,West North Central
US-IA,2020-02-22,7.42,8.71,4.54,5.57,0.85,2.25,Iowa,IA,Midwest,West North Central
US-IA,2020-02-23,7.85,8.79,5.0,6.07,1.01,2.29,Iowa,IA,Midwest,West North Central
US-IA,2020-02-24,9.04,9.18,5.62,6.25,1.32,2.23,Iowa,IA,Midwest,West North Central
US-IA,2020-02-25,8.92,9.45,5.58,6.45,1.35,2.3,Iowa,IA,Midwest,West North Central
US-IA,2020-02-26,8.72,9.35,5.44,6.69,1.38,2.22,Iowa,IA,Midwest,West North Central
US-IA,2020-02-27,8.35,9.54,5.31,7.38,1.15,2.27,Iowa,IA,Midwest,West North Central
US-IA,2020-02-28,7.57,8.93,4.55,6.01,1.09,1.94,Iowa,IA,Midwest,West North Central
US-IA,2020-02-29,7.08,9.3,4.21,6.44,0.92,2.28,Iowa,IA,Midwest,West North Central
US-IA,2020-03-01,7.71,9.41,4.93,6.11,1.05,2.29,Iowa,IA,Midwest,West North Central
US-IA,2020-03-02,8.58,9.65,5.29,6.34,1.26,2.33,Iowa,IA,Midwest,West North Central
US-IA,2020-03-03,8.52,9.66,5.45,6.04,1.2,2.26,Iowa,IA,Midwest,West North Central
US-IA,2020-03-04,8.57,9.81,5.48,5.95,1.26,2.27,Iowa,IA,Midwest,West North Central
US-IA,2020-03-05,8.21,8.76,5.21,5.72,1.14,1.95,Iowa,IA,Midwest,West North Central
US-IA,2020-03-06,7.71,8.64,4.77,5.52,1.06,1.97,Iowa,IA,Midwest,West North Central
US-IA,2020-03-07,6.68,9.18,3.98,6.13,0.85,2.08,Iowa,IA,Midwest,West North Central
US-IA,2020-03-08,7.52,9.51,4.6,6.13,0.98,2.16,Iowa,IA,Midwest,West North Central
US-IA,2020-03-09,8.16,11.07,5.12,7.63,1.27,2.19,Iowa,IA,Midwest,West North Central
US-IA,2020-03-10,7.96,10.81,4.96,7.24,1.17,2.04,Iowa,IA,Midwest,West North Central
US-IA,2020-03-11,7.77,13.64,4.76,8.82,1.19,2.07,Iowa,IA,Midwest,West North Central
US-IA,2020-03-12,7.6,14.79,4.18,10.28,0.96,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-03-13,6.77,12.67,3.46,9.78,0.91,1.96,Iowa,IA,Midwest,West North Central
US-IA,2020-03-14,6.84,14.64,3.64,12.93,0.81,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-03-15,6.88,14.7,3.62,14.46,0.86,1.83,Iowa,IA,Midwest,West North Central
US-IA,2020-03-16,7.02,15.04,3.23,17.03,0.94,1.74,Iowa,IA,Midwest,West North Central
US-IA,2020-03-17,6.98,13.58,3.28,16.4,1.07,1.68,Iowa,IA,Midwest,West North Central
US-IA,2020-03-18,7.2,13.46,3.47,24.65,0.95,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-03-19,7.45,12.51,3.49,17.58,0.9,1.72,Iowa,IA,Midwest,West North Central
US-IA,2020-03-20,7.06,11.24,3.25,13.32,0.94,1.65,Iowa,IA,Midwest,West North Central
US-IA,2020-03-21,6.81,11.38,3.38,12.77,0.81,1.77,Iowa,IA,Midwest,West North Central
US-IA,2020-03-22,7.3,10.82,3.33,12.64,0.84,1.86,Iowa,IA,Midwest,West North Central
US-IA,2020-03-23,7.67,10.81,3.59,14.69,1.02,1.84,Iowa,IA,Midwest,West North Central
US-IA,2020-03-24,7.54,10.03,3.67,12.56,1.01,1.81,Iowa,IA,Midwest,West North Central
US-IA,2020-03-25,7.72,9.14,3.58,11.4,1.04,1.82,Iowa,IA,Midwest,West North Central
US-IA,2020-03-26,7.67,8.67,3.83,10.98,0.92,1.69,Iowa,IA,Midwest,West North Central
US-IA,2020-03-27,7.35,8.55,3.71,10.58,0.95,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-03-28,6.88,7.57,3.48,10.01,0.88,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-03-29,7.38,7.26,3.71,7.94,0.87,1.8,Iowa,IA,Midwest,West North Central
US-IA,2020-03-30,7.71,7.49,3.87,9.66,1.07,1.85,Iowa,IA,Midwest,West North Central
US-IA,2020-03-31,7.64,7.09,3.77,9.63,1.04,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-04-01,7.04,6.88,3.79,9.96,0.94,1.61,Iowa,IA,Midwest,West North Central
US-IA,2020-04-02,7.22,6.88,4.0,9.73,1.03,1.61,Iowa,IA,Midwest,West North Central
US-IA,2020-04-03,7.42,6.64,3.85,8.12,0.82,1.55,Iowa,IA,Midwest,West North Central
US-IA,2020-04-04,6.52,6.15,3.83,7.2,0.76,1.58,Iowa,IA,Midwest,West North Central
US-IA,2020-04-05,6.71,6.12,3.93,7.02,0.81,1.59,Iowa,IA,Midwest,West North Central
US-IA,2020-04-06,7.3,6.52,4.2,8.62,1.02,1.77,Iowa,IA,Midwest,West North Central
US-IA,2020-04-07,7.21,5.52,4.08,7.72,0.95,1.53,Iowa,IA,Midwest,West North Central
US-IA,2020-04-08,7.35,5.18,4.13,6.99,0.94,1.68,Iowa,IA,Midwest,West North Central
US-IA,2020-04-09,7.12,5.22,4.21,6.31,0.87,1.72,Iowa,IA,Midwest,West North Central
US-IA,2020-04-10,6.98,4.81,4.03,5.97,0.88,1.87,Iowa,IA,Midwest,West North Central
US-IA,2020-04-11,6.34,4.65,3.89,5.53,0.69,1.84,Iowa,IA,Midwest,West North Central
US-IA,2020-04-12,6.54,4.14,4.12,5.01,0.78,1.76,Iowa,IA,Midwest,West North Central
US-IA,2020-04-13,7.22,4.73,4.32,6.09,1.06,1.82,Iowa,IA,Midwest,West North Central
US-IA,2020-04-14,7.46,4.58,4.48,6.14,1.05,1.83,Iowa,IA,Midwest,West North Central
US-IA,2020-04-15,6.93,4.32,4.48,5.95,0.94,1.8,Iowa,IA,Midwest,West North Central
US-IA,2020-04-16,6.96,4.28,4.37,5.55,0.92,1.69,Iowa,IA,Midwest,West North Central
US-IA,2020-04-17,6.66,4.14,4.13,5.35,0.94,1.6,Iowa,IA,Midwest,West North Central
US-IA,2020-04-18,6.27,3.66,3.75,4.82,0.81,1.61,Iowa,IA,Midwest,West North Central
US-IA,2020-04-19,6.68,3.88,4.09,4.51,0.81,1.78,Iowa,IA,Midwest,West North Central
US-IA,2020-04-20,7.52,4.1,4.26,5.67,1.04,1.67,Iowa,IA,Midwest,West North Central
US-IA,2020-04-21,7.09,4.26,4.11,5.32,1.03,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-04-22,7.17,4.15,4.33,5.65,1.05,1.73,Iowa,IA,Midwest,West North Central
US-IA,2020-04-23,6.91,3.96,4.22,4.98,0.94,1.67,Iowa,IA,Midwest,West North Central
US-IA,2020-04-24,6.72,3.72,4.07,4.89,0.91,1.47,Iowa,IA,Midwest,West North Central
US-IA,2020-04-25,6.21,3.58,3.69,4.4,0.75,1.67,Iowa,IA,Midwest,West North Central
US-IA,2020-04-26,6.55,3.69,4.01,4.18,0.88,1.74,Iowa,IA,Midwest,West North Central
US-IA,2020-04-27,7.39,3.58,4.28,5.11,1.07,1.61,Iowa,IA,Midwest,West North Central
US-IA,2020-04-28,7.15,3.65,4.27,5.26,1.06,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-04-29,7.6,3.67,4.47,5.27,1.11,1.66,Iowa,IA,Midwest,West North Central
US-IA,2020-04-30,6.95,3.62,4.31,4.83,1.11,1.66,Iowa,IA,Midwest,West North Central
US-IA,2020-05-01,6.79,3.52,4.11,4.46,0.87,1.62,Iowa,IA,Midwest,West North Central
US-IA,2020-05-02,6.39,3.48,3.83,4.24,0.74,1.82,Iowa,IA,Midwest,West North Central
US-IA,2020-05-03,6.78,3.17,4.15,4.21,0.85,1.59,Iowa,IA,Midwest,West North Central
US-IA,2020-05-04,7.66,3.46,4.98,4.87,1.04,1.78,Iowa,IA,Midwest,West North Central
US-IA,2020-05-05,7.57,3.86,4.75,7.15,1.02,1.73,Iowa,IA,Midwest,West North Central
US-IA,2020-05-06,7.49,3.47,4.41,6.66,1.01,1.67,Iowa,IA,Midwest,West North Central
US-IA,2020-05-07,7.49,3.38,4.31,6.26,0.94,1.65,Iowa,IA,Midwest,West North Central
US-IA,2020-05-08,6.64,3.38,4.1,5.76,0.87,1.56,Iowa,IA,Midwest,West North Central
US-IA,2020-05-09,6.29,3.19,3.89,6.01,0.82,1.77,Iowa,IA,Midwest,West North Central
US-IA,2020-05-10,6.65,3.21,4.2,5.69,0.9,1.91,Iowa,IA,Midwest,West North Central
US-IA,2020-05-11,7.68,3.58,4.64,6.94,1.07,1.92,Iowa,IA,Midwest,West North Central
US-IA,2020-05-12,7.3,3.44,4.34,6.83,1.0,1.76,Iowa,IA,Midwest,West North Central
US-IA,2020-05-13,7.44,3.66,4.3,7.56,0.99,1.79,Iowa,IA,Midwest,West North Central
US-IA,2020-05-14,7.31,3.36,4.24,7.06,0.95,1.81,Iowa,IA,Midwest,West North Central
US-IA,2020-05-15,6.53,3.15,3.81,5.87,0.93,1.58,Iowa,IA,Midwest,West North Central
US-IA,2020-05-16,6.4,3.07,3.88,5.15,0.78,1.85,Iowa,IA,Midwest,West North Central
US-IA,2020-05-17,6.36,3.23,4.03,4.98,0.8,1.76,Iowa,IA,Midwest,West North Central
US-IA,2020-05-18,7.41,3.21,4.38,6.55,1.02,1.89,Iowa,IA,Midwest,West North Central
US-IA,2020-05-19,7.8,3.33,4.41,5.71,1.14,1.77,Iowa,IA,Midwest,West North Central
US-IA,2020-05-20,7.63,2.96,4.33,4.85,1.04,1.84,Iowa,IA,Midwest,West North Central
US-IA,2020-05-21,7.47,3.2,4.2,4.75,1.05,1.73,Iowa,IA,Midwest,West North Central
US-IA,2020-05-22,6.5,2.95,4.01,4.32,0.89,1.72,Iowa,IA,Midwest,West North Central
US-IA,2020-05-23,6.34,3.11,3.65,3.99,0.7,1.77,Iowa,IA,Midwest,West North Central
US-IA,2020-05-24,6.25,2.83,3.77,3.68,0.78,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-05-25,6.56,2.87,4.01,3.47,0.79,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-05-26,6.88,2.82,4.17,4.28,1.05,1.65,Iowa,IA,Midwest,West North Central
US-IA,2020-05-27,7.13,2.91,4.09,4.36,0.96,1.82,Iowa,IA,Midwest,West North Central
US-IA,2020-05-28,7.24,2.77,4.56,3.87,1.07,1.76,Iowa,IA,Midwest,West North Central
US-IA,2020-05-29,6.03,2.75,3.63,3.7,0.96,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-05-30,5.92,2.55,3.64,3.19,0.86,1.69,Iowa,IA,Midwest,West North Central
US-IA,2020-05-31,6.17,2.57,3.35,3.27,0.79,1.49,Iowa,IA,Midwest,West North Central
US-IA,2020-06-01,6.24,2.59,3.63,4.03,0.94,1.53,Iowa,IA,Midwest,West North Central
US-IA,2020-06-02,6.11,2.46,3.48,3.88,0.93,1.65,Iowa,IA,Midwest,West North Central
US-IA,2020-06-03,6.62,2.47,3.9,3.95,0.96,1.74,Iowa,IA,Midwest,West North Central
US-IA,2020-06-04,6.72,2.83,3.69,3.75,0.92,1.72,Iowa,IA,Midwest,West North Central
US-IA,2020-06-05,6.43,2.7,3.82,3.46,0.91,1.73,Iowa,IA,Midwest,West North Central
US-IA,2020-06-06,6.14,2.5,3.49,3.27,0.81,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-06-07,6.46,2.44,3.98,3.23,0.92,1.61,Iowa,IA,Midwest,West North Central
US-IA,2020-06-08,7.07,2.75,4.0,4.02,1.01,1.88,Iowa,IA,Midwest,West North Central
US-IA,2020-06-09,7.31,2.91,4.38,3.98,1.1,1.83,Iowa,IA,Midwest,West North Central
US-IA,2020-06-10,7.02,2.74,4.13,3.69,1.04,1.75,Iowa,IA,Midwest,West North Central
US-IA,2020-06-11,7.07,2.85,4.3,3.79,1.11,1.92,Iowa,IA,Midwest,West North Central
US-IA,2020-06-12,6.75,2.78,3.93,3.68,1.03,1.78,Iowa,IA,Midwest,West North Central
US-IA,2020-06-13,6.17,2.6,3.82,3.35,0.9,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-06-14,7.31,2.68,4.27,3.52,0.91,1.9,Iowa,IA,Midwest,West North Central
US-IA,2020-06-15,7.21,3.0,4.42,3.88,1.16,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-06-16,7.16,3.11,4.33,4.12,1.09,1.93,Iowa,IA,Midwest,West North Central
US-IA,2020-06-17,7.24,3.13,4.28,5.22,1.16,1.87,Iowa,IA,Midwest,West North Central
US-IA,2020-06-18,7.25,2.98,4.34,4.33,1.11,1.98,Iowa,IA,Midwest,West North Central
US-IA,2020-06-19,6.96,2.99,4.19,4.08,0.98,1.89,Iowa,IA,Midwest,West North Central
US-IA,2020-06-20,6.47,2.85,3.86,3.56,0.92,1.89,Iowa,IA,Midwest,West North Central
US-IA,2020-06-21,6.83,2.86,4.22,3.52,0.86,1.93,Iowa,IA,Midwest,West North Central
US-IA,2020-06-22,7.63,3.64,4.77,4.36,1.29,1.91,Iowa,IA,Midwest,West North Central
US-IA,2020-06-23,7.45,3.63,4.8,4.28,1.16,2.12,Iowa,IA,Midwest,West North Central
US-IA,2020-06-24,7.73,4.2,5.1,4.54,1.04,2.13,Iowa,IA,Midwest,West North Central
US-IA,2020-06-25,7.12,4.17,5.02,4.59,0.97,2.26,Iowa,IA,Midwest,West North Central
US-IA,2020-06-26,6.64,4.55,4.68,4.47,0.93,2.09,Iowa,IA,Midwest,West North Central
US-IA,2020-06-27,6.54,3.97,4.58,4.03,0.9,1.9,Iowa,IA,Midwest,West North Central
US-IA,2020-06-28,6.75,4.8,4.78,3.99,0.93,2.12,Iowa,IA,Midwest,West North Central
US-IA,2020-06-29,7.36,4.21,4.57,4.83,1.09,2.18,Iowa,IA,Midwest,West North Central
US-IA,2020-06-30,7.31,4.04,4.63,4.78,1.21,2.02,Iowa,IA,Midwest,West North Central
US-IA,2020-07-01,7.35,3.44,4.65,4.93,1.13,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-07-02,6.76,3.44,4.33,4.81,1.16,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-07-03,6.24,3.22,4.42,4.24,0.86,1.95,Iowa,IA,Midwest,West North Central
US-IA,2020-07-04,6.34,3.14,3.85,4.09,0.81,1.83,Iowa,IA,Midwest,West North Central
US-IA,2020-07-05,6.82,3.22,4.38,4.48,0.87,2.02,Iowa,IA,Midwest,West North Central
US-IA,2020-07-06,7.56,3.67,4.49,5.32,1.14,1.96,Iowa,IA,Midwest,West North Central
US-IA,2020-07-07,7.5,3.84,4.48,5.35,1.15,2.13,Iowa,IA,Midwest,West North Central
US-IA,2020-07-08,7.31,3.8,4.21,5.37,1.13,1.96,Iowa,IA,Midwest,West North Central
US-IA,2020-07-09,7.49,3.69,4.4,5.17,1.18,2.05,Iowa,IA,Midwest,West North Central
US-IA,2020-07-10,6.86,3.67,4.05,4.97,0.94,2.1,Iowa,IA,Midwest,West North Central
US-IA,2020-07-11,6.5,3.39,3.87,4.29,0.9,2.05,Iowa,IA,Midwest,West North Central
US-IA,2020-07-12,7.19,3.63,4.31,4.67,1.0,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-07-13,7.8,3.85,4.51,6.17,1.18,2.1,Iowa,IA,Midwest,West North Central
US-IA,2020-07-14,7.31,3.81,4.41,5.09,1.23,2.04,Iowa,IA,Midwest,West North Central
US-IA,2020-07-15,7.6,3.76,4.4,5.14,1.24,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-07-16,7.27,4.03,4.4,4.88,1.08,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-07-17,6.84,3.92,4.12,4.74,1.02,1.9,Iowa,IA,Midwest,West North Central
US-IA,2020-07-18,6.63,3.58,3.75,4.5,0.96,1.79,Iowa,IA,Midwest,West North Central
US-IA,2020-07-19,7.13,3.75,4.28,4.62,0.97,2.03,Iowa,IA,Midwest,West North Central
US-IA,2020-07-20,7.61,3.78,4.47,5.37,1.2,2.09,Iowa,IA,Midwest,West North Central
US-IA,2020-07-21,7.57,3.96,4.64,4.92,1.26,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-07-22,7.57,3.9,4.65,4.87,1.09,2.06,Iowa,IA,Midwest,West North Central
US-IA,2020-07-23,7.56,3.83,4.41,4.61,1.09,2.06,Iowa,IA,Midwest,West North Central
US-IA,2020-07-24,7.08,3.38,4.08,4.48,1.02,2.0,Iowa,IA,Midwest,West North Central
US-IA,2020-07-25,6.65,3.26,3.79,3.84,0.92,2.03,Iowa,IA,Midwest,West North Central
US-IA,2020-07-26,6.98,3.5,4.27,4.08,0.98,2.08,Iowa,IA,Midwest,West North Central
US-IA,2020-07-27,7.55,3.82,4.57,4.75,1.08,2.17,Iowa,IA,Midwest,West North Central
US-IA,2020-07-28,7.63,3.69,4.67,4.68,1.19,1.95,Iowa,IA,Midwest,West North Central
US-IA,2020-07-29,7.62,3.8,4.44,4.91,1.06,2.0,Iowa,IA,Midwest,West North Central
US-IA,2020-07-30,7.48,3.66,4.29,4.55,1.06,1.87,Iowa,IA,Midwest,West North Central
US-IA,2020-07-31,7.22,3.36,4.0,4.08,1.15,1.93,Iowa,IA,Midwest,West North Central
US-IA,2020-08-01,6.52,3.2,3.81,3.72,0.82,1.97,Iowa,IA,Midwest,West North Central
US-IA,2020-08-02,6.84,3.39,3.99,3.94,0.96,1.89,Iowa,IA,Midwest,West North Central
US-IA,2020-08-03,7.34,3.62,4.39,4.45,1.19,1.89,Iowa,IA,Midwest,West North Central
US-IA,2020-08-04,7.31,3.46,4.23,4.54,1.23,1.86,Iowa,IA,Midwest,West North Central
US-IA,2020-08-05,7.35,3.69,4.26,4.54,1.14,1.99,Iowa,IA,Midwest,West North Central
US-IA,2020-08-06,7.4,3.74,4.72,4.55,1.24,2.03,Iowa,IA,Midwest,West North Central
US-IA,2020-08-07,7.19,3.41,4.16,3.93,1.06,1.86,Iowa,IA,Midwest,West North Central
US-IA,2020-08-08,6.7,3.18,4.03,3.59,0.88,1.96,Iowa,IA,Midwest,West North Central
US-IA,2020-08-09,7.31,3.3,4.26,3.82,0.89,1.96,Iowa,IA,Midwest,West North Central
US-IA,2020-08-10,6.27,2.91,3.48,3.73,0.91,1.71,Iowa,IA,Midwest,West North Central
US-IA,2020-08-11,6.55,3.1,3.66,3.66,0.89,1.8,Iowa,IA,Midwest,West North Central
US-IA,2020-08-12,6.9,3.12,3.83,4.04,1.12,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-08-13,6.87,3.26,3.96,4.14,0.96,1.85,Iowa,IA,Midwest,West North Central
US-IA,2020-08-14,6.57,2.87,3.59,3.69,0.98,1.7,Iowa,IA,Midwest,West North Central
US-IA,2020-08-15,6.34,3.07,3.51,3.71,0.8,1.92,Iowa,IA,Midwest,West North Central
US-IA,2020-08-16,6.79,3.11,3.92,3.54,0.93,2.05,Iowa,IA,Midwest,West North Central
US-IA,2020-08-17,7.55,3.48,4.14,4.15,1.11,1.9,Iowa,IA,Midwest,West North Central
US-IA,2020-08-18,7.45,3.45,4.36,4.25,1.21,2.01,Iowa,IA,Midwest,West North Central
US-IA,2020-08-19,7.64,3.37,4.38,4.18,1.0,1.87,Iowa,IA,Midwest,West North Central
US-IA,2020-08-20,7.78,3.53,4.39,4.13,1.1,1.81,Iowa,IA,Midwest,West North Central
US-IA,2020-08-21,7.07,3.3,4.11,4.11,0.99,1.98,Iowa,IA,Midwest,West North Central
US-IA,2020-08-22,6.64,3.33,3.92,4.0,0.89,1.89,Iowa,IA,Midwest,West North Central
